0.0	-1.0
1.0001000100010001e-07	-0.9984998499849985
2.0002000200020003e-07	-0.996999699969997
3.0003000300030004e-07	-0.9954995499549955
4.0004000400040005e-07	-0.993999399939994
5.000500050005001e-07	-0.9924992499249925
6.000600060006001e-07	-0.990999099909991
7.000700070007001e-07	-0.9894989498949895
8.000800080008001e-07	-0.987998799879988
9.000900090009001e-07	-0.9864986498649865
1.0001000100010001e-06	-0.984998499849985
1.1001100110011001e-06	-0.9834983498349835
1.2001200120012002e-06	-0.981998199819982
1.3001300130013002e-06	-0.9804980498049805
1.4001400140014002e-06	-0.978997899789979
1.5001500150015002e-06	-0.9774977497749775
1.6001600160016002e-06	-0.975997599759976
1.7001700170017002e-06	-0.9744974497449745
1.8001800180018002e-06	-0.972997299729973
1.9001900190019003e-06	-0.9714971497149715
2.0002000200020003e-06	-0.96999699969997
2.1002100210021003e-06	-0.9684968496849685
2.2002200220022003e-06	-0.966996699669967
2.3002300230023003e-06	-0.9654965496549655
2.4002400240024003e-06	-0.963996399639964
2.5002500250025003e-06	-0.9624962496249625
2.6002600260026003e-06	-0.960996099609961
2.7002700270027004e-06	-0.9594959495949595
2.8002800280028004e-06	-0.957995799579958
2.9002900290029004e-06	-0.9564956495649565
3.0003000300030004e-06	-0.954995499549955
3.1003100310031004e-06	-0.9534953495349535
3.2003200320032004e-06	-0.951995199519952
3.3003300330033004e-06	-0.9504950495049505
3.4003400340034005e-06	-0.948994899489949
3.5003500350035005e-06	-0.9474947494749475
3.6003600360036005e-06	-0.945994599459946
3.7003700370037005e-06	-0.9444944494449445
3.8003800380038005e-06	-0.942994299429943
3.9003900390039005e-06	-0.9414941494149415
4.0004000400040005e-06	-0.93999399939994
4.1004100410041005e-06	-0.9384938493849385
4.2004200420042006e-06	-0.936993699369937
4.3004300430043006e-06	-0.9354935493549354
4.400440044004401e-06	-0.933993399339934
4.500450045004501e-06	-0.9324932493249325
4.600460046004601e-06	-0.930993099309931
4.700470047004701e-06	-0.9294929492949295
4.800480048004801e-06	-0.927992799279928
4.900490049004901e-06	-0.9264926492649265
5.000500050005001e-06	-0.924992499249925
5.100510051005101e-06	-0.9234923492349235
5.200520052005201e-06	-0.921992199219922
5.300530053005301e-06	-0.9204920492049204
5.400540054005401e-06	-0.918991899189919
5.500550055005501e-06	-0.9174917491749175
5.600560056005601e-06	-0.915991599159916
5.700570057005701e-06	-0.9144914491449145
5.800580058005801e-06	-0.912991299129913
5.900590059005901e-06	-0.9114911491149115
6.000600060006001e-06	-0.90999099909991
6.100610061006101e-06	-0.9084908490849085
6.200620062006201e-06	-0.906990699069907
6.300630063006301e-06	-0.9054905490549054
6.400640064006401e-06	-0.903990399039904
6.500650065006501e-06	-0.9024902490249025
6.600660066006601e-06	-0.900990099009901
6.700670067006701e-06	-0.8994899489948995
6.800680068006801e-06	-0.897989798979898
6.900690069006901e-06	-0.8964896489648965
7.000700070007001e-06	-0.894989498949895
7.100710071007101e-06	-0.8934893489348935
7.200720072007201e-06	-0.891989198919892
7.300730073007301e-06	-0.8904890489048904
7.400740074007401e-06	-0.888988898889889
7.500750075007501e-06	-0.8874887488748875
7.600760076007601e-06	-0.885988598859886
7.700770077007701e-06	-0.8844884488448845
7.800780078007801e-06	-0.882988298829883
7.900790079007901e-06	-0.8814881488148815
8.000800080008001e-06	-0.87998799879988
8.100810081008101e-06	-0.8784878487848785
8.200820082008201e-06	-0.876987698769877
8.300830083008301e-06	-0.8754875487548754
8.400840084008401e-06	-0.873987398739874
8.500850085008501e-06	-0.8724872487248725
8.600860086008601e-06	-0.870987098709871
8.700870087008701e-06	-0.8694869486948695
8.800880088008801e-06	-0.8679867986798679
8.900890089008901e-06	-0.8664866486648665
9.000900090009001e-06	-0.864986498649865
9.100910091009101e-06	-0.8634863486348635
9.200920092009201e-06	-0.861986198619862
9.300930093009301e-06	-0.8604860486048604
9.400940094009401e-06	-0.858985898589859
9.500950095009501e-06	-0.8574857485748575
