Freq.	V(vout)
8.91250938133699e+002	(-5.88855183523452e-003dB,-5.43913515732535e+000°)
8.93305483733249e+002	(-5.91183633484749e-003dB,-5.45166601114697e+000°)
8.95364765549547e+002	(-5.93522773704110e-003dB,-5.46422569871569e+000°)
8.97428794500702e+002	(-5.95872652989521e-003dB,-5.47681428613560e+000°)
8.99497581529988e+002	(-5.98233320380809e-003dB,-5.48943183966070e+000°)
9.01571137605910e+002	(-6.00604825132679e-003dB,-5.50207842569516e+000°)
9.03649473722254e+002	(-6.02987216720021e-003dB,-5.51475411079366e+000°)
9.05732600898153e+002	(-6.05380544848059e-003dB,-5.52745896166183e+000°)
9.07820530178138e+002	(-6.07784859446276e-003dB,-5.54019304515645e+000°)
9.09913272632204e+002	(-6.10200210659837e-003dB,-5.55295642828583e+000°)
9.12010839355862e+002	(-6.12626648871601e-003dB,-5.56574917821013e+000°)
9.14113241470202e+002	(-6.15064224684759e-003dB,-5.57857136224172e+000°)
9.16220490121951e+002	(-6.17512988933459e-003dB,-5.59142304784547e+000°)
9.18332596483532e+002	(-6.19972992679631e-003dB,-5.60430430263914e+000°)
9.20449571753123e+002	(-6.22444287220141e-003dB,-5.61721519439366e+000°)
9.22571427154714e+002	(-6.24926924072610e-003dB,-5.63015579103349e+000°)
9.24698173938174e+002	(-6.27420955001676e-003dB,-5.64312616063698e+000°)
9.26829823379300e+002	(-6.29926431992562e-003dB,-5.65612637143665e+000°)
9.28966386779887e+002	(-6.32443407271930e-003dB,-5.66915649181952e+000°)
9.31107875467781e+002	(-6.34971933301813e-003dB,-5.68221659032758e+000°)
9.33254300796942e+002	(-6.37512062775762e-003dB,-5.69530673565794e+000°)
9.35405674147502e+002	(-6.40063848630151e-003dB,-5.70842699666329e+000°)
9.37562006925830e+002	(-6.42627344038300e-003dB,-5.72157744235226e+000°)
9.39723310564588e+002	(-6.45202602413283e-003dB,-5.73475814188961e+000°)
9.41889596522791e+002	(-6.47789677402438e-003dB,-5.74796916459673e+000°)
9.44060876285873e+002	(-6.50388622908803e-003dB,-5.76121057995193e+000°)
9.46237161365743e+002	(-6.52999493064974e-003dB,-5.77448245759075e+000°)
9.48418463300847e+002	(-6.55622342256084e-003dB,-5.78778486730634e+000°)
9.50604793656231e+002	(-6.58257225105241e-003dB,-5.80111787904978e+000°)
9.52796164023601e+002	(-6.60904196486279e-003dB,-5.81448156293042e+000°)
9.54992586021385e+002	(-6.63563311520584e-003dB,-5.82787598921627e+000°)
9.57194071294793e+002	(-6.66234625572571e-003dB,-5.84130122833428e+000°)
9.59400631515882e+002	(-6.68918194261469e-003dB,-5.85475735087074e+000°)
9.61612278383613e+002	(-6.71614073455924e-003dB,-5.86824442757160e+000°)
9.63829023623919e+002	(-6.74322319272282e-003dB,-5.88176252934279e+000°)
9.66050878989761e+002	(-6.77042988082314e-003dB,-5.89531172725069e+000°)
9.68277856261197e+002	(-6.79776136511879e-003dB,-5.90889209252229e+000°)
9.70509967245437e+002	(-6.82521821441228e-003dB,-5.92250369654568e+000°)
9.72747223776913e+002	(-6.85280100004917e-003dB,-5.93614661087036e+000°)
9.74989637717334e+002	(-6.88051029596550e-003dB,-5.94982090720760e+000°)
9.77237220955758e+002	(-6.90834667867921e-003dB,-5.96352665743076e+000°)
9.79489985408646e+002	(-6.93631072726421e-003dB,-5.97726393357566e+000°)
9.81747943019931e+002	(-6.96440302344318e-003dB,-5.99103280784094e+000°)
9.84011105761080e+002	(-6.99262415153460e-003dB,-6.00483335258841e+000°)
9.86279485631157e+002	(-7.02097469847891e-003dB,-6.01866564034341e+000°)
9.88553094656885e+002	(-7.04945525386186e-003dB,-6.03252974379514e+000°)
9.90831944892714e+002	(-7.07806640991556e-003dB,-6.04642573579701e+000°)
9.93116048420880e+002	(-7.10680876155144e-003dB,-6.06035368936710e+000°)
9.95405417351473e+002	(-7.13568290632854e-003dB,-6.07431367768834e+000°)
9.97700063822499e+002	(-7.16468944449514e-003dB,-6.08830577410902e+000°)
9.99999999999945e+002	(-7.19382897901012e-003dB,-6.10233005214304e+000°)
1.00230523807784e+003	(-7.22310211553154e-003dB,-6.11638658547035e+000°)
1.00461579027834e+003	(-7.25250946240999e-003dB,-6.13047544793728e+000°)
1.00693166885175e+003	(-7.28205163078526e-003dB,-6.14459671355689e+000°)
1.00925288607663e+003	(-7.31172923449867e-003dB,-6.15875045650933e+000°)
1.01157945425984e+003	(-7.34154289017425e-003dB,-6.17293675114222e+000°)
1.01391138573662e+003	(-7.37149321717065e-003dB,-6.18715567197097e+000°)
1.01624869287064e+003	(-7.40158083762663e-003dB,-6.20140729367919e+000°)
1.01859138805406e+003	(-7.43180637653071e-003dB,-6.21569169111908e+000°)
1.02093948370762e+003	(-7.46217046158234e-003dB,-6.23000893931166e+000°)
1.02329299228070e+003	(-7.49267372341883e-003dB,-6.24435911344731e+000°)
1.02565192625135e+003	(-7.52331679536654e-003dB,-6.25874228888599e+000°)
1.02801629812642e+003	(-7.55410031370349e-003dB,-6.27315854115770e+000°)
1.03038612044156e+003	(-7.58502491749068e-003dB,-6.28760794596279e+000°)
1.03276140576134e+003	(-7.61609124870730e-003dB,-6.30209057917236e+000°)
1.03514216667929e+003	(-7.64729995217854e-003dB,-6.31660651682862e+000°)
1.03752841581796e+003	(-7.67865167559698e-003dB,-6.33115583514523e+000°)
1.03992016582900e+003	(-7.71014706964047e-003dB,-6.34573861050777e+000°)
1.04231742939325e+003	(-7.74178678780729e-003dB,-6.36035491947393e+000°)
1.04472021922074e+003	(-7.77357148656779e-003dB,-6.37500483877403e+000°)
1.04712854805084e+003	(-7.80550182538100e-003dB,-6.38968844531143e+000°)
1.04954242865226e+003	(-7.83757846655097e-003dB,-6.40440581616266e+000°)
1.05196187382316e+003	(-7.86980207542964e-003dB,-6.41915702857808e+000°)
1.05438689639120e+003	(-7.90217332032526e-003dB,-6.43394215998207e+000°)
1.05681750921360e+003	(-7.93469287255283e-003dB,-6.44876128797347e+000°)
1.05925372517723e+003	(-7.96736140638692e-003dB,-6.46361449032594e+000°)
1.06169555719867e+003	(-8.00017959918055e-003dB,-6.47850184498836e+000°)
1.06414301822426e+003	(-8.03314813128242e-003dB,-6.49342343008514e+000°)
1.06659612123020e+003	(-8.06626768607562e-003dB,-6.50837932391668e+000°)
1.06905487922260e+003	(-8.09953895003577e-003dB,-6.52336960495970e+000°)
1.07151930523755e+003	(-8.13296261268676e-003dB,-6.53839435186765e+000°)
1.07398941234118e+003	(-8.16653936663381e-003dB,-6.55345364347102e+000°)
1.07646521362977e+003	(-8.20026990758672e-003dB,-6.56854755877780e+000°)
1.07894672222977e+003	(-8.23415493437656e-003dB,-6.58367617697382e+000°)
1.08143395129788e+003	(-8.26819514891620e-003dB,-6.59883957742312e+000°)
1.08392691402114e+003	(-8.30239125631927e-003dB,-6.61403783966836e+000°)
1.08642562361700e+003	(-8.33674396481830e-003dB,-6.62927104343123e+000°)
1.08893009333337e+003	(-8.37125398580830e-003dB,-6.64453926861274e+000°)
1.09144033644869e+003	(-8.40592203382385e-003dB,-6.65984259529367e+000°)
1.09395636627203e+003	(-8.44074882669079e-003dB,-6.67518110373493e+000°)
1.09647819614312e+003	(-8.47573508535172e-003dB,-6.69055487437798e+000°)
1.09900583943246e+003	(-8.51088153399939e-003dB,-6.70596398784524e+000°)
1.10153930954135e+003	(-8.54618890005762e-003dB,-6.72140852494030e+000°)
1.10407861990201e+003	(-8.58165791421622e-003dB,-6.73688856664854e+000°)
1.10662378397760e+003	(-8.61728931042445e-003dB,-6.75240419413741e+000°)
1.10917481526234e+003	(-8.65308382585069e-003dB,-6.76795548875676e+000°)
1.11173172728153e+003	(-8.68904220101776e-003dB,-6.78354253203934e+000°)
1.11429453359167e+003	(-8.72516517973459e-003dB,-6.79916540570111e+000°)
1.11686324778050e+003	(-8.76145350911676e-003dB,-6.81482419164171e+000°)
1.11943788346709e+003	(-8.79790793961943e-003dB,-6.83051897194475e+000°)
1.12201845430190e+003	(-8.83452922504924e-003dB,-6.84624982887829e+000°)
1.12460497396686e+003	(-8.87131812254610e-003dB,-6.86201684489517e+000°)
1.12719745617545e+003	(-8.90827539269255e-003dB,-6.87782010263345e+000°)
1.12979591467273e+003	(-8.94540179934597e-003dB,-6.89365968491675e+000°)
1.13240036323549e+003	(-8.98269810990137e-003dB,-6.90953567475472e+000°)
1.13501081567225e+003	(-9.02016509509087e-003dB,-6.92544815534340e+000°)
1.13762728582337e+003	(-9.05780352907654e-003dB,-6.94139721006554e+000°)
1.14024978756110e+003	(-9.09561418951243e-003dB,-6.95738292249116e+000°)
1.14287833478971e+003	(-9.13359785748688e-003dB,-6.97340537637776e+000°)
1.14551294144547e+003	(-9.17175531755462e-003dB,-6.98946465567089e+000°)
1.14815362149682e+003	(-9.21008735781518e-003dB,-7.00556084450442e+000°)
1.15080038894437e+003	(-9.24859476981366e-003dB,-7.02169402720103e+000°)
1.15345325782103e+003	(-9.28727834866751e-003dB,-7.03786428827251e+000°)
1.15611224219203e+003	(-9.32613889296242e-003dB,-7.05407171242027e+000°)
1.15877735615506e+003	(-9.36517720494281e-003dB,-7.07031638453569e+000°)
1.16144861384028e+003	(-9.40439409035950e-003dB,-7.08659838970051e+000°)
1.16412602941042e+003	(-9.44379035850955e-003dB,-7.10291781318728e+000°)
1.16680961706089e+003	(-9.48336682234173e-003dB,-7.11927474045963e+000°)
1.16949939101980e+003	(-9.52312429842687e-003dB,-7.13566925717290e+000°)
1.17219536554806e+003	(-9.56306360692039e-003dB,-7.15210144917432e+000°)
1.17489755493946e+003	(-9.60318557165533e-003dB,-7.16857140250359e+000°)
1.17760597352074e+003	(-9.64349102014734e-003dB,-7.18507920339321e+000°)
1.18032063565166e+003	(-9.68398078350041e-003dB,-7.20162493826880e+000°)
1.18304155572510e+003	(-9.72465569657697e-003dB,-7.21820869374965e+000°)
1.18576874816709e+003	(-9.76551659796731e-003dB,-7.23483055664914e+000°)
1.18850222743695e+003	(-9.80656432994541e-003dB,-7.25149061397497e+000°)
1.19124200802731e+003	(-9.84779973851172e-003dB,-7.26818895292976e+000°)
1.19398810446420e+003	(-9.88922367344939e-003dB,-7.28492566091133e+000°)
1.19674053130717e+003	(-9.93083698830908e-003dB,-7.30170082551322e+000°)
1.19949930314931e+003	(-9.97264054041219e-003dB,-7.31851453452502e+000°)
1.20226443461734e+003	(-1.00146351909380e-002dB,-7.33536687593279e+000°)
1.20503594037173e+003	(-1.00568218047965e-002dB,-7.35225793791954e+000°)
1.20781383510671e+003	(-1.00992012507725e-002dB,-7.36918780886553e+000°)
1.21059813355041e+003	(-1.01417744015327e-002dB,-7.38615657734880e+000°)
1.21338885046491e+003	(-1.01845421335932e-002dB,-7.40316433214554e+000°)
1.21618600064630e+003	(-1.02275053273218e-002dB,-7.42021116223044e+000°)
1.21898959892479e+003	(-1.02706648670084e-002dB,-7.43729715677726e+000°)
1.22179966016480e+003	(-1.03140216409119e-002dB,-7.45442240515909e+000°)
1.22461619926498e+003	(-1.03575765411150e-002dB,-7.47158699694882e+000°)
1.22743923115833e+003	(-1.04013304637431e-002dB,-7.48879102191962e+000°)
1.23026877081231e+003	(-1.04452843088510e-002dB,-7.50603457004532e+000°)
1.23310483322884e+003	(-1.04894389805022e-002dB,-7.52331773150078e+000°)
1.23594743344444e+003	(-1.05337953867185e-002dB,-7.54064059666234e+000°)
1.23879658653030e+003	(-1.05783544395935e-002dB,-7.55800325610833e+000°)
1.24165230759234e+003	(-1.06231170551836e-002dB,-7.57540580061930e+000°)
1.24451461177131e+003	(-1.06680841536707e-002dB,-7.59284832117870e+000°)
1.24738351424287e+003	(-1.07132566592658e-002dB,-7.61033090897303e+000°)
1.25025903021765e+003	(-1.07586355002571e-002dB,-7.62785365539244e+000°)
1.25314117494134e+003	(-1.08042216090675e-002dB,-7.64541665203121e+000°)
1.25602996369480e+003	(-1.08500159222131e-002dB,-7.66301999068791e+000°)
1.25892541179409e+003	(-1.08960193803755e-002dB,-7.68066376336611e+000°)
1.26182753459060e+003	(-1.09422329283544e-002dB,-7.69834806227463e+000°)
1.26473634747108e+003	(-1.09886575151453e-002dB,-7.71607297982805e+000°)
1.26765186585777e+003	(-1.10352940939380e-002dB,-7.73383860864713e+000°)
1.27057410520847e+003	(-1.10821436221120e-002dB,-7.75164504155924e+000°)
1.27350308101659e+003	(-1.11292070612717e-002dB,-7.76949237159868e+000°)
1.27643880881127e+003	(-1.11764853773209e-002dB,-7.78738069200730e+000°)
1.27938130415745e+003	(-1.12239795403215e-002dB,-7.80531009623478e+000°)
1.28233058265594e+003	(-1.12716905246676e-002dB,-7.82328067793916e+000°)
1.28528665994354e+003	(-1.13196193091116e-002dB,-7.84129253098723e+000°)
1.28824955169306e+003	(-1.13677668765873e-002dB,-7.85934574945489e+000°)
1.29121927361346e+003	(-1.14161342144758e-002dB,-7.87744042762775e+000°)
1.29419584144991e+003	(-1.14647223144654e-002dB,-7.89557666000140e+000°)
1.29717927098388e+003	(-1.15135321726075e-002dB,-7.91375454128197e+000°)
1.30016957803321e+003	(-1.15625647893389e-002dB,-7.93197416638647e+000°)
1.30316677845222e+003	(-1.16118211695356e-002dB,-7.95023563044328e+000°)
1.30617088813176e+003	(-1.16613023224432e-002dB,-7.96853902879257e+000°)
1.30918192299933e+003	(-1.17110092617906e-002dB,-7.98688445698677e+000°)
1.31219989901912e+003	(-1.17609430057652e-002dB,-8.00527201079097e+000°)
1.31522483219216e+003	(-1.18111045769873e-002dB,-8.02370178618331e+000°)
1.31825673855633e+003	(-1.18614950026600e-002dB,-8.04217387935559e+000°)
1.32129563418649e+003	(-1.19121153144392e-002dB,-8.06068838671353e+000°)
1.32434153519458e+003	(-1.19629665485154e-002dB,-8.07924540487724e+000°)
1.32739445772966e+003	(-1.20140497456631e-002dB,-8.09784503068181e+000°)
1.33045441797801e+003	(-1.20653659512222e-002dB,-8.11648736117762e+000°)
1.33352143216324e+003	(-1.21169162151017e-002dB,-8.13517249363071e+000°)
1.33659551654636e+003	(-1.21687015918512e-002dB,-8.15390052552343e+000°)
1.33967668742585e+003	(-1.22207231406506e-002dB,-8.17267155455474e+000°)
1.34276496113778e+003	(-1.22729819253169e-002dB,-8.19148567864075e+000°)
1.34586035405587e+003	(-1.23254790143175e-002dB,-8.21034299591499e+000°)
1.34896288259157e+003	(-1.23782154808305e-002dB,-8.22924360472902e+000°)
1.35207256319419e+003	(-1.24311924027586e-002dB,-8.24818760365293e+000°)
1.35518941235095e+003	(-1.24844108626920e-002dB,-8.26717509147556e+000°)
1.35831344658707e+003	(-1.25378719480223e-002dB,-8.28620616720516e+000°)
1.36144468246587e+003	(-1.25915767508472e-002dB,-8.30528093006973e+000°)
1.36458313658884e+003	(-1.26455263680870e-002dB,-8.32439947951749e+000°)
1.36772882559576e+003	(-1.26997219014442e-002dB,-8.34356191521733e+000°)
1.37088176616477e+003	(-1.27541644574806e-002dB,-8.36276833705932e+000°)
1.37404197501243e+003	(-1.28088551475739e-002dB,-8.38201884515507e+000°)
1.37720946889386e+003	(-1.28637950879853e-002dB,-8.40131353983825e+000°)
1.38038426460280e+003	(-1.29189853998410e-002dB,-8.42065252166496e+000°)
1.38356637897170e+003	(-1.29744272091818e-002dB,-8.44003589141430e+000°)
1.38675582887180e+003	(-1.30301216470263e-002dB,-8.45946375008877e+000°)
1.38995263121327e+003	(-1.30860698492411e-002dB,-8.47893619891468e+000°)
1.39315680294522e+003	(-1.31422729567044e-002dB,-8.49845333934267e+000°)
1.39636836105585e+003	(-1.31987321153327e-002dB,-8.51801527304815e+000°)
1.39958732257253e+003	(-1.32554484759664e-002dB,-8.53762210193174e+000°)
1.40281370456187e+003	(-1.33124231945351e-002dB,-8.55727392811972e+000°)
1.40604752412983e+003	(-1.33696574319851e-002dB,-8.57697085396457e+000°)
1.40928879842179e+003	(-1.34271523543254e-002dB,-8.59671298204527e+000°)
1.41253754462267e+003	(-1.34849091326883e-002dB,-8.61650041516792e+000°)
1.41579377995699e+003	(-1.35429289433154e-002dB,-8.63633325636615e+000°)
1.41905752168900e+003	(-1.36012129675142e-002dB,-8.65621160890153e+000°)
1.42232878712273e+003	(-1.36597623918383e-002dB,-8.67613557626407e+000°)
1.42560759360210e+003	(-1.37185784079574e-002dB,-8.69610526217270e+000°)
1.42889395851101e+003	(-1.37776622127655e-002dB,-8.71612077057573e+000°)
1.43218789927345e+003	(-1.38370150082883e-002dB,-8.73618220565120e+000°)
1.43548943335357e+003	(-1.38966380019591e-002dB,-8.75628967180760e+000°)
1.43879857825576e+003	(-1.39565324062921e-002dB,-8.77644327368406e+000°)
1.44211535152478e+003	(-1.40166994391938e-002dB,-8.79664311615098e+000°)
1.44543977074584e+003	(-1.40771403238158e-002dB,-8.81688930431042e+000°)
1.44877185354467e+003	(-1.41378562886686e-002dB,-8.83718194349659e+000°)
1.45211161758765e+003	(-1.41988485675850e-002dB,-8.85752113927640e+000°)
1.45545908058187e+003	(-1.42601183997809e-002dB,-8.87790699744974e+000°)
1.45881426027526e+003	(-1.43216670298291e-002dB,-8.89833962405016e+000°)
1.46217717445663e+003	(-1.43834957077760e-002dB,-8.91881912534522e+000°)
1.46554784095582e+003	(-1.44456056890125e-002dB,-8.93934560783689e+000°)
1.46892627764377e+003	(-1.45079982344404e-002dB,-8.95991917826220e+000°)
1.47231250243263e+003	(-1.45706746104354e-002dB,-8.98053994359366e+000°)
1.47570653327580e+003	(-1.46336360888641e-002dB,-9.00120801103955e+000°)
1.47910838816811e+003	(-1.46968839471195e-002dB,-9.02192348804467e+000°)
1.48251808514586e+003	(-1.47604194681090e-002dB,-9.04268648229063e+000°)
1.48593564228691e+003	(-1.48242439403254e-002dB,-9.06349710169634e+000°)
1.48936107771082e+003	(-1.48883586578603e-002dB,-9.08435545441858e+000°)
1.49279440957890e+003	(-1.49527649204045e-002dB,-9.10526164885238e+000°)
1.49623565609434e+003	(-1.50174640333003e-002dB,-9.12621579363156e+000°)
1.49968483550228e+003	(-1.50824573074729e-002dB,-9.14721799762911e+000°)
1.50314196608993e+003	(-1.51477460596326e-002dB,-9.16826836995781e+000°)
1.50660706618665e+003	(-1.52133316120991e-002dB,-9.18936701997055e+000°)
1.51008015416405e+003	(-1.52792152929968e-002dB,-9.21051405726097e+000°)
1.51356124843611e+003	(-1.53453984360919e-002dB,-9.23170959166378e+000°)
1.51705036745924e+003	(-1.54118823810387e-002dB,-9.25295373325537e+000°)
1.52054752973240e+003	(-1.54786684732003e-002dB,-9.27424659235425e+000°)
1.52405275379719e+003	(-1.55457580637963e-002dB,-9.29558827952142e+000°)
1.52756605823797e+003	(-1.56131525098447e-002dB,-9.31697890556107e+000°)
1.53108746168193e+003	(-1.56808531742868e-002dB,-9.33841858152084e+000°)
1.53461698279920e+003	(-1.57488614258726e-002dB,-9.35990741869248e+000°)
1.53815464030294e+003	(-1.58171786393772e-002dB,-9.38144552861222e+000°)
1.54170045294946e+003	(-1.58858061953616e-002dB,-9.40303302306126e+000°)
1.54525443953831e+003	(-1.59547454804637e-002dB,-9.42467001406636e+000°)
1.54881661891238e+003	(-1.60239978872226e-002dB,-9.44635661390014e+000°)
1.55238700995798e+003	(-1.60935648142599e-002dB,-9.46809293508179e+000°)
1.55596563160497e+003	(-1.61634476661461e-002dB,-9.48987909037732e+000°)
1.55955250282685e+003	(-1.62336478535499e-002dB,-9.51171519280033e+000°)
1.56314764264085e+003	(-1.63041667932078e-002dB,-9.53360135561214e+000°)
1.56675107010805e+003	(-1.63750059079395e-002dB,-9.55553769232261e+000°)
1.57036280433345e+003	(-1.64461666267495e-002dB,-9.57752431669047e+000°)
1.57398286446612e+003	(-1.65176503846803e-002dB,-9.59956134272375e+000°)
1.57761126969925e+003	(-1.65894586230493e-002dB,-9.62164888468041e+000°)
1.58124803927028e+003	(-1.66615927893101e-002dB,-9.64378705706880e+000°)
1.58489319246101e+003	(-1.67340543371659e-002dB,-9.66597597464804e+000°)
1.58854674859768e+003	(-1.68068447265833e-002dB,-9.68821575242863e+000°)
1.59220872705107e+003	(-1.68799654237451e-002dB,-9.71050650567295e+000°)
1.59587914723663e+003	(-1.69534179011996e-002dB,-9.73284834989562e+000°)
1.59955802861456e+003	(-1.70272036377202e-002dB,-9.75524140086410e+000°)
1.60324539068994e+003	(-1.71013241185193e-002dB,-9.77768577459919e+000°)
1.60694125301277e+003	(-1.71757808351409e-002dB,-9.80018158737550e+000°)
1.61064563517817e+003	(-1.72505752855259e-002dB,-9.82272895572190e+000°)
1.61435855682638e+003	(-1.73257089740238e-002dB,-9.84532799642208e+000°)
1.61808003764296e+003	(-1.74011834114451e-002dB,-9.86797882651505e+000°)
1.62181009735882e+003	(-1.74770001150592e-002dB,-9.89068156329552e+000°)
1.62554875575038e+003	(-1.75531606086305e-002dB,-9.91343632431456e+000°)
1.62929603263962e+003	(-1.76296664224797e-002dB,-9.93624322738004e+000°)
1.63305194789423e+003	(-1.77065190934060e-002dB,-9.95910239055702e+000°)
1.63681652142770e+003	(-1.77837201648554e-002dB,-9.98201393216842e+000°)
1.64058977319943e+003	(-1.78612711868208e-002dB,-1.00049779707954e+001°)
1.64437172321482e+003	(-1.79391737159412e-002dB,-1.00279946252780e+001°)
1.64816239152540e+003	(-1.80174293154890e-002dB,-1.00510640147153e+001°)
1.65196179822891e+003	(-1.80960395554156e-002dB,-1.00741862584663e+001°)
1.65576996346942e+003	(-1.81750060123677e-002dB,-1.00973614761504e+001°)
1.65958690743745e+003	(-1.82543302697635e-002dB,-1.01205897876477e+001°)
1.66341265037006e+003	(-1.83340139177002e-002dB,-1.01438713130993e+001°)
1.66724721255095e+003	(-1.84140585531122e-002dB,-1.01672061729087e+001°)
1.67109061431060e+003	(-1.84944657797268e-002dB,-1.01905944877410e+001°)
1.67494287602633e+003	(-1.85752372080980e-002dB,-1.02140363785246e+001°)
1.67880401812245e+003	(-1.86563744555929e-002dB,-1.02375319664510e+001°)
1.68267406107036e+003	(-1.87378791465331e-002dB,-1.02610813729755e+001°)
1.68655302538863e+003	(-1.88197529121335e-002dB,-1.02846847198178e+001°)
1.69044093164315e+003	(-1.89019973905180e-002dB,-1.03083421289622e+001°)
1.69433780044722e+003	(-1.89846142267727e-002dB,-1.03320537226586e+001°)
1.69824365246163e+003	(-1.90676050730446e-002dB,-1.03558196234226e+001°)
1.70215850839484e+003	(-1.91509715884014e-002dB,-1.03796399540362e+001°)
1.70608238900301e+003	(-1.92347154390066e-002dB,-1.04035148375480e+001°)
1.71001531509017e+003	(-1.93188382980962e-002dB,-1.04274443972743e+001°)
1.71395730750831e+003	(-1.94033418460160e-002dB,-1.04514287567990e+001°)
1.71790838715747e+003	(-1.94882277701959e-002dB,-1.04754680399746e+001°)
1.72186857498589e+003	(-1.95734977651980e-002dB,-1.04995623709222e+001°)
1.72583789199009e+003	(-1.96591535328925e-002dB,-1.05237118740326e+001°)
1.72981635921499e+003	(-1.97451967822263e-002dB,-1.05479166739663e+001°)
1.73380399775402e+003	(-1.98316292294065e-002dB,-1.05721768956543e+001°)
1.73780082874926e+003	(-1.99184525979314e-002dB,-1.05964926642983e+001°)
1.74180687339150e+003	(-2.00056686186045e-002dB,-1.06208641053720e+001°)
1.74582215292039e+003	(-2.00932790294911e-002dB,-1.06452913446203e+001°)
1.74984668862454e+003	(-2.01812855760503e-002dB,-1.06697745080613e+001°)
1.75388050184164e+003	(-2.02696900110621e-002dB,-1.06943137219855e+001°)
1.75792361395857e+003	(-2.03584940947713e-002dB,-1.07189091129573e+001°)
1.76197604641151e+003	(-2.04476995947941e-002dB,-1.07435608078148e+001°)
1.76603782068605e+003	(-2.05373082862576e-002dB,-1.07682689336708e+001°)
1.77010895831730e+003	(-2.06273219516966e-002dB,-1.07930336179132e+001°)
1.77418948089005e+003	(-2.07177423812421e-002dB,-1.08178549882053e+001°)
1.77827941003880e+003	(-2.08085713725078e-002dB,-1.08427331724865e+001°)
1.78237876744797e+003	(-2.08998107306955e-002dB,-1.08676682989729e+001°)
1.78648757485193e+003	(-2.09914622686207e-002dB,-1.08926604961576e+001°)
1.79060585403517e+003	(-2.10835278067194e-002dB,-1.09177098928113e+001°)
1.79473362683241e+003	(-2.11760091730188e-002dB,-1.09428166179831e+001°)
1.79887091512867e+003	(-2.12689082033304e-002dB,-1.09679808010003e+001°)
1.80301774085945e+003	(-2.13622267411010e-002dB,-1.09932025714699e+001°)
1.80717412601080e+003	(-2.14559666375705e-002dB,-1.10184820592783e+001°)
1.81134009261948e+003	(-2.15501297516937e-002dB,-1.10438193945920e+001°)
1.81551566277301e+003	(-2.16447179502627e-002dB,-1.10692147078587e+001°)
1.81970085860986e+003	(-2.17397331078934e-002dB,-1.10946681298069e+001°)
1.82389570231951e+003	(-2.18351771070428e-002dB,-1.11201797914471e+001°)
1.82810021614262e+003	(-2.19310518380418e-002dB,-1.11457498240721e+001°)
1.83231442237109e+003	(-2.20273591991744e-002dB,-1.11713783592576e+001°)
1.83653834334822e+003	(-2.21241010966406e-002dB,-1.11970655288624e+001°)
1.84077200146883e+003	(-2.22212794445857e-002dB,-1.12228114650294e+001°)
1.84501541917935e+003	(-2.23188961652365e-002dB,-1.12486163001859e+001°)
1.84926861897795e+003	(-2.24169531887638e-002dB,-1.12744801670440e+001°)
1.85353162341468e+003	(-2.25154524534487e-002dB,-1.13004031986012e+001°)
1.85780445509157e+003	(-2.26143959056616e-002dB,-1.13263855281413e+001°)
1.86208713666274e+003	(-2.27137854998579e-002dB,-1.13524272892342e+001°)
1.86637969083454e+003	(-2.28136231986876e-002dB,-1.13785286157371e+001°)
1.87068214036567e+003	(-2.29139109729255e-002dB,-1.14046896417946e+001°)
1.87499450806729e+003	(-2.30146508016183e-002dB,-1.14309105018394e+001°)
1.87931681680314e+003	(-2.31158446720054e-002dB,-1.14571913305928e+001°)
1.88364908948967e+003	(-2.32174945796153e-002dB,-1.14835322630653e+001°)
1.88799134909616e+003	(-2.33196025282665e-002dB,-1.15099334345570e+001°)
1.89234361864485e+003	(-2.34221705301012e-002dB,-1.15363949806580e+001°)
1.89670592121102e+003	(-2.35252006056360e-002dB,-1.15629170372496e+001°)
1.90107827992317e+003	(-2.36286947837713e-002dB,-1.15894997405037e+001°)
1.90546071796312e+003	(-2.37326551018131e-002dB,-1.16161432268845e+001°)
1.90985325856611e+003	(-2.38370836055290e-002dB,-1.16428476331483e+001°)
1.91425592502095e+003	(-2.39419823491899e-002dB,-1.16696130963441e+001°)
1.91866874067016e+003	(-2.40473533954929e-002dB,-1.16964397538144e+001°)
1.92309172891003e+003	(-2.41531988157953e-002dB,-1.17233277431955e+001°)
1.92752491319080e+003	(-2.42595206899393e-002dB,-1.17502772024182e+001°)
1.93196831701679e+003	(-2.43663211064110e-002dB,-1.17772882697083e+001°)
1.93642196394647e+003	(-2.44736021622968e-002dB,-1.18043610835869e+001°)
1.94088587759264e+003	(-2.45813659633655e-002dB,-1.18314957828711e+001°)
1.94536008162253e+003	(-2.46896146240909e-002dB,-1.18586925066747e+001°)
1.94984459975791e+003	(-2.47983502676459e-002dB,-1.18859513944085e+001°)
1.95433945577526e+003	(-2.49075750259898e-002dB,-1.19132725857810e+001°)
1.95884467350585e+003	(-2.50172910398546e-002dB,-1.19406562207985e+001°)
1.96336027683591e+003	(-2.51275004587563e-002dB,-1.19681024397664e+001°)
1.96788628970671e+003	(-2.52382054411289e-002dB,-1.19956113832890e+001°)
1.97242273611472e+003	(-2.53494081542553e-002dB,-1.20231831922704e+001°)
1.97696964011172e+003	(-2.54611107743101e-002dB,-1.20508180079151e+001°)
1.98152702580496e+003	(-2.55733154864095e-002dB,-1.20785159717282e+001°)
1.98609491735723e+003	(-2.56860244847063e-002dB,-1.21062772255163e+001°)
