Freq.	V(vout)
6.22300285169101e+003	(-2.18480367767611e-001dB,-3.74802980138334e+001°)
6.23734835482360e+003	(-2.19357807133447e-001dB,-3.75645853380701e+001°)
6.25172692775627e+003	(-2.20238205582553e-001dB,-3.76490543884605e+001°)
6.26613864672276e+003	(-2.21121567776129e-001dB,-3.77337055186837e+001°)
6.28058358813258e+003	(-2.22007898327300e-001dB,-3.78185390830050e+001°)
6.29506182857138e+003	(-2.22897201800410e-001dB,-3.79035554362778e+001°)
6.30957344480133e+003	(-2.23789482710175e-001dB,-3.79887549339456e+001°)
6.32411851376159e+003	(-2.24684745521206e-001dB,-3.80741379320440e+001°)
6.33869711256867e+003	(-2.25582994647066e-001dB,-3.81597047872027e+001°)
6.35330931851683e+003	(-2.26484234449656e-001dB,-3.82454558566476e+001°)
6.36795520907855e+003	(-2.27388469238460e-001dB,-3.83313914982024e+001°)
6.38263486190488e+003	(-2.28295703269797e-001dB,-3.84175120702915e+001°)
6.39734835482587e+003	(-2.29205940746097e-001dB,-3.85038179319412e+001°)
6.41209576585100e+003	(-2.30119185815132e-001dB,-3.85903094427826e+001°)
6.42687717316958e+003	(-2.31035442569251e-001dB,-3.86769869630534e+001°)
6.44169265515116e+003	(-2.31954715044599e-001dB,-3.87638508535999e+001°)
6.45654229034594e+003	(-2.32877007220414e-001dB,-3.88509014758797e+001°)
6.47142615748521e+003	(-2.33802323018208e-001dB,-3.89381391919639e+001°)
6.48634433548176e+003	(-2.34730666300936e-001dB,-3.90255643645388e+001°)
6.50129690343028e+003	(-2.35662040872317e-001dB,-3.91131773569090e+001°)
6.51628394060780e+003	(-2.36596450475916e-001dB,-3.92009785329993e+001°)
6.53130552647410e+003	(-2.37533898794475e-001dB,-3.92889682573573e+001°)
6.54636174067212e+003	(-2.38474389448977e-001dB,-3.93771468951557e+001°)
6.56145266302842e+003	(-2.39417925997892e-001dB,-3.94655148121948e+001°)
6.57657837355357e+003	(-2.40364511936372e-001dB,-3.95540723749049e+001°)
6.59173895244258e+003	(-2.41314150695382e-001dB,-3.96428199503492e+001°)
6.60693448007532e+003	(-2.42266845640898e-001dB,-3.97317579062257e+001°)
6.62216503701698e+003	(-2.43222600073047e-001dB,-3.98208866108706e+001°)
6.63743070401845e+003	(-2.44181417225270e-001dB,-3.99102064332603e+001°)
6.65273156201677e+003	(-2.45143300263481e-001dB,-3.99997177430143e+001°)
6.66806769213558e+003	(-2.46108252285134e-001dB,-4.00894209103980e+001°)
6.68343917568550e+003	(-2.47076276318509e-001dB,-4.01793163063256e+001°)
6.69884609416462e+003	(-2.48047375321595e-001dB,-4.02694043023618e+001°)
6.71428852925887e+003	(-2.49021552181521e-001dB,-4.03596852707264e+001°)
6.72976656284253e+003	(-2.49998809713363e-001dB,-4.04501595842959e+001°)
6.74528027697857e+003	(-2.50979150659464e-001dB,-4.05408276166066e+001°)
6.76082975391916e+003	(-2.51962577688425e-001dB,-4.06316897418580e+001°)
6.77641507610609e+003	(-2.52949093394228e-001dB,-4.07227463349150e+001°)
6.79203632617119e+003	(-2.53938700295348e-001dB,-4.08139977713117e+001°)
6.80769358693675e+003	(-2.54931400833745e-001dB,-4.09054444272542e+001°)
6.82338694141603e+003	(-2.55927197374026e-001dB,-4.09970866796236e+001°)
6.83911647281363e+003	(-2.56926092202513e-001dB,-4.10889249059790e+001°)
6.85488226452595e+003	(-2.57928087526182e-001dB,-4.11809594845612e+001°)
6.87068440014165e+003	(-2.58933185471860e-001dB,-4.12731907942953e+001°)
6.88652296344209e+003	(-2.59941388085153e-001dB,-4.13656192147947e+001°)
6.90239803840175e+003	(-2.60952697329531e-001dB,-4.14582451263637e+001°)
6.91830970918869e+003	(-2.61967115085384e-001dB,-4.15510689100015e+001°)
6.93425806016502e+003	(-2.62984643148958e-001dB,-4.16440909474050e+001°)
6.95024317588729e+003	(-2.64005283231478e-001dB,-4.17373116209729e+001°)
6.96626514110701e+003	(-2.65029036958050e-001dB,-4.18307313138086e+001°)
6.98232404077103e+003	(-2.66055905866726e-001dB,-4.19243504097243e+001°)
6.99841996002205e+003	(-2.67085891407465e-001dB,-4.20181692932441e+001°)
7.01455298419903e+003	(-2.68118994941154e-001dB,-4.21121883496082e+001°)
7.03072319883765e+003	(-2.69155217738508e-001dB,-4.22064079647759e+001°)
7.04693068967078e+003	(-2.70194560979118e-001dB,-4.23008285254302e+001°)
7.06317554262893e+003	(-2.71237025750415e-001dB,-4.23954504189806e+001°)
7.07945784384069e+003	(-2.72282613046526e-001dB,-4.24902740335679e+001°)
7.09577767963319e+003	(-2.73331323767313e-001dB,-4.25852997580677e+001°)
7.11213513653259e+003	(-2.74383158717312e-001dB,-4.26805279820940e+001°)
7.12853030126450e+003	(-2.75438118604580e-001dB,-4.27759590960039e+001°)
7.14496326075443e+003	(-2.76496204039737e-001dB,-4.28715934909010e+001°)
7.16143410212832e+003	(-2.77557415534795e-001dB,-4.29674315586400e+001°)
7.17794291271291e+003	(-2.78621753502100e-001dB,-4.30634736918310e+001°)
7.19448978003629e+003	(-2.79689218253173e-001dB,-4.31597202838426e+001°)
7.21107479182829e+003	(-2.80759809997703e-001dB,-4.32561717288076e+001°)
7.22769803602099e+003	(-2.81833528842404e-001dB,-4.33528284216265e+001°)
7.24435960074919e+003	(-2.82910374789795e-001dB,-4.34496907579721e+001°)
7.26105957435083e+003	(-2.83990347737239e-001dB,-4.35467591342939e+001°)
7.27779804536752e+003	(-2.85073447475610e-001dB,-4.36440339478229e+001°)
7.29457510254497e+003	(-2.86159673688297e-001dB,-4.37415155965754e+001°)
7.31139083483345e+003	(-2.87249025950013e-001dB,-4.38392044793587e+001°)
7.32824533138832e+003	(-2.88341503725597e-001dB,-4.39371009957748e+001°)
7.34513868157042e+003	(-2.89437106368838e-001dB,-4.40352055462257e+001°)
7.36207097494663e+003	(-2.90535833121360e-001dB,-4.41335185319181e+001°)
7.37904230129028e+003	(-2.91637683111369e-001dB,-4.42320403548680e+001°)
7.39605275058165e+003	(-2.92742655352500e-001dB,-4.43307714179061e+001°)
7.41310241300844e+003	(-2.93850748742592e-001dB,-4.44297121246824e+001°)
7.43019137896628e+003	(-2.94961962062479e-001dB,-4.45288628796714e+001°)
7.44731973905915e+003	(-2.96076293974773e-001dB,-4.46282240881773e+001°)
7.46448758409993e+003	(-2.97193743022662e-001dB,-4.47277961563390e+001°)
7.48169500511080e+003	(-2.98314307628587e-001dB,-4.48275794911354e+001°)
7.49894209332382e+003	(-2.99437986093146e-001dB,-4.49275745003911e+001°)
7.51622894018131e+003	(-3.00564776593680e-001dB,-4.50277815927809e+001°)
7.53355563733643e+003	(-3.01694677183093e-001dB,-4.51282011778363e+001°)
7.55092227665359e+003	(-3.02827685788638e-001dB,-4.52288336659503e+001°)
7.56832895020899e+003	(-3.03963800210524e-001dB,-4.53296794683834e+001°)
7.58577575029108e+003	(-3.05103018120668e-001dB,-4.54307389972689e+001°)
7.60326276940106e+003	(-3.06245337061445e-001dB,-4.55320126656190e+001°)
7.62079010025336e+003	(-3.07390754444365e-001dB,-4.56335008873304e+001°)
7.63835783577615e+003	(-3.08539267548685e-001dB,-4.57352040771901e+001°)
7.65596606911180e+003	(-3.09690873520241e-001dB,-4.58371226508815e+001°)
7.67361489361743e+003	(-3.10845569369942e-001dB,-4.59392570249905e+001°)
7.69130440286533e+003	(-3.12003351972617e-001dB,-4.60416076170119e+001°)
7.70903469064353e+003	(-3.13164218065480e-001dB,-4.61441748453543e+001°)
7.72680585095625e+003	(-3.14328164246914e-001dB,-4.62469591293481e+001°)
7.74461797802442e+003	(-3.15495186975017e-001dB,-4.63499608892503e+001°)
7.76247116628614e+003	(-3.16665282566381e-001dB,-4.64531805462525e+001°)
7.78036551039727e+003	(-3.17838447194465e-001dB,-4.65566185224856e+001°)
7.79830110523181e+003	(-3.19014676888431e-001dB,-4.66602752410278e+001°)
7.81627804588252e+003	(-3.20193967531645e-001dB,-4.67641511259105e+001°)
7.83429642766134e+003	(-3.21376314860227e-001dB,-4.68682466021255e+001°)
7.85235634609993e+003	(-3.22561714461756e-001dB,-4.69725620956313e+001°)
7.87045789695020e+003	(-3.23750161773741e-001dB,-4.70770980333608e+001°)
7.88860117618475e+003	(-3.24941652082236e-001dB,-4.71818548432272e+001°)
7.90678627999746e+003	(-3.26136180520408e-001dB,-4.72868329541322e+001°)
7.92501330480392e+003	(-3.27333742066979e-001dB,-4.73920327959723e+001°)
7.94328234724202e+003	(-3.28534331544907e-001dB,-4.74974547996465e+001°)
7.96159350417239e+003	(-3.29737943619872e-001dB,-4.76030993970634e+001°)
7.97994687267897e+003	(-3.30944572798755e-001dB,-4.77089670211491e+001°)
7.99834255006948e+003	(-3.32154213428141e-001dB,-4.78150581058538e+001°)
8.01678063387599e+003	(-3.33366859692919e-001dB,-4.79213730861604e+001°)
8.03526122185537e+003	(-3.34582505614682e-001dB,-4.80279123980920e+001°)
8.05378441198986e+003	(-3.35801145050222e-001dB,-4.81346764787187e+001°)
8.07235030248757e+003	(-3.37022771690049e-001dB,-4.82416657661671e+001°)
8.09095899178301e+003	(-3.38247379056851e-001dB,-4.83488806996267e+001°)
8.10961057853759e+003	(-3.39474960503923e-001dB,-4.84563217193593e+001°)
8.12830516164018e+003	(-3.40705509213575e-001dB,-4.85639892667063e+001°)
8.14704284020758e+003	(-3.41939018195704e-001dB,-4.86718837840972e+001°)
8.16582371358510e+003	(-3.43175480286033e-001dB,-4.87800057150582e+001°)
8.18464788134707e+003	(-3.44414888144792e-001dB,-4.88883555042205e+001°)
8.20351544329736e+003	(-3.45657234254854e-001dB,-4.89969335973290e+001°)
8.22242649946988e+003	(-3.46902510920282e-001dB,-4.91057404412505e+001°)
8.24138115012919e+003	(-3.48150710264740e-001dB,-4.92147764839829e+001°)
8.26037949577095e+003	(-3.49401824229776e-001dB,-4.93240421746643e+001°)
8.27942163712250e+003	(-3.50655844573324e-001dB,-4.94335379635816e+001°)
8.29850767514339e+003	(-3.51912762867912e-001dB,-4.95432643021793e+001°)
8.31763771102587e+003	(-3.53172570499209e-001dB,-4.96532216430696e+001°)
8.33681184619550e+003	(-3.54435258664121e-001dB,-4.97634104400409e+001°)
8.35603018231164e+003	(-3.55700818369450e-001dB,-4.98738311480676e+001°)
8.37529282126798e+003	(-3.56969240429912e-001dB,-4.99844842233195e+001°)
8.39459986519312e+003	(-3.58240515466592e-001dB,-5.00953701231713e+001°)
8.41395141645110e+003	(-3.59514633905320e-001dB,-5.02064893062129e+001°)
8.43334757764190e+003	(-3.60791585974830e-001dB,-5.03178422322584e+001°)
8.45278845160204e+003	(-3.62071361705124e-001dB,-5.04294293623569e+001°)
8.47227414140510e+003	(-3.63353950925741e-001dB,-5.05412511588024e+001°)
8.49180475036227e+003	(-3.64639343264056e-001dB,-5.06533080851432e+001°)
8.51138038202290e+003	(-3.65927528143447e-001dB,-5.07656006061936e+001°)
8.53100114017503e+003	(-3.67218494781673e-001dB,-5.08781291880430e+001°)
8.55066712884596e+003	(-3.68512232188995e-001dB,-5.09908942980677e+001°)
8.57037845230282e+003	(-3.69808729166522e-001dB,-5.11038964049407e+001°)
8.59013521505308e+003	(-3.71107974304305e-001dB,-5.12171359786425e+001°)
8.60993752184513e+003	(-3.72409955979698e-001dB,-5.13306134904731e+001°)
8.62978547766882e+003	(-3.73714662355415e-001dB,-5.14443294130617e+001°)
8.64967918775605e+003	(-3.75022081377835e-001dB,-5.15582842203784e+001°)
8.66961875758128e+003	(-3.76332200775078e-001dB,-5.16724783877461e+001°)
8.68960429286213e+003	(-3.77645008055312e-001dB,-5.17869123918511e+001°)
8.70963589955992e+003	(-3.78960490504818e-001dB,-5.19015867107551e+001°)
8.72971368388023e+003	(-3.80278635186200e-001dB,-5.20165018239070e+001°)
8.74983775227347e+003	(-3.81599428936431e-001dB,-5.21316582121542e+001°)
8.77000821143545e+003	(-3.82922858365121e-001dB,-5.22470563577552e+001°)
8.79022516830795e+003	(-3.84248909852594e-001dB,-5.23626967443917e+001°)
8.81048873007924e+003	(-3.85577569547940e-001dB,-5.24785798571799e+001°)
8.83079900418473e+003	(-3.86908823367216e-001dB,-5.25947061826842e+001°)
8.85115609830745e+003	(-3.88242656991467e-001dB,-5.27110762089288e+001°)
8.87156012037870e+003	(-3.89579055864913e-001dB,-5.28276904254108e+001°)
8.89201117857858e+003	(-3.90918005192848e-001dB,-5.29445493231127e+001°)
8.91250938133654e+003	(-3.92259489939895e-001dB,-5.30616533945155e+001°)
8.93305483733204e+003	(-3.93603494828050e-001dB,-5.31790031336121e+001°)
8.95364765549502e+003	(-3.94950004334512e-001dB,-5.32965990359200e+001°)
8.97428794500656e+003	(-3.96299002689985e-001dB,-5.34144415984949e+001°)
8.99497581529943e+003	(-3.97650473876599e-001dB,-5.35325313199444e+001°)
9.01571137605864e+003	(-3.99004401625875e-001dB,-5.36508687004411e+001°)
9.03649473722209e+003	(-4.00360769416836e-001dB,-5.37694542417378e+001°)
9.05732600898107e+003	(-4.01719560473939e-001dB,-5.38882884471794e+001°)
9.07820530178092e+003	(-4.03080757765091e-001dB,-5.40073718217191e+001°)
9.09913272632158e+003	(-4.04444343999600e-001dB,-5.41267048719314e+001°)
9.12010839355816e+003	(-4.05810301626237e-001dB,-5.42462881060270e+001°)
9.14113241470156e+003	(-4.07178612831033e-001dB,-5.43661220338673e+001°)
9.16220490121905e+003	(-4.08549259535420e-001dB,-5.44862071669795e+001°)
9.18332596483486e+003	(-4.09922223393982e-001dB,-5.46065440185710e+001°)
9.20449571753076e+003	(-4.11297485792575e-001dB,-5.47271331035450e+001°)
9.22571427154668e+003	(-4.12675027846096e-001dB,-5.48479749385151e+001°)
9.24698173938127e+003	(-4.14054830396495e-001dB,-5.49690700418220e+001°)
9.26829823379254e+003	(-4.15436874010607e-001dB,-5.50904189335473e+001°)
9.28966386779840e+003	(-4.16821138978070e-001dB,-5.52120221355308e+001°)
9.31107875467734e+003	(-4.18207605309271e-001dB,-5.53338801713859e+001°)
9.33254300796894e+003	(-4.19596252733087e-001dB,-5.54559935665152e+001°)
9.35405674147455e+003	(-4.20987060694897e-001dB,-5.55783628481279e+001°)
9.37562006925783e+003	(-4.22380008354323e-001dB,-5.57009885452551e+001°)
9.39723310564540e+003	(-4.23775074583109e-001dB,-5.58238711887673e+001°)
9.41889596522744e+003	(-4.25172237963014e-001dB,-5.59470113113907e+001°)
9.44060876285825e+003	(-4.26571476783513e-001dB,-5.60704094477245e+001°)
9.46237161365695e+003	(-4.27972769039780e-001dB,-5.61940661342578e+001°)
9.48418463300799e+003	(-4.29376092430301e-001dB,-5.63179819093871e+001°)
9.50604793656183e+003	(-4.30781424354859e-001dB,-5.64421573134343e+001°)
9.52796164023553e+003	(-4.32188741912181e-001dB,-5.65665928886633e+001°)
9.54992586021337e+003	(-4.33598021897783e-001dB,-5.66912891792992e+001°)
9.57194071294745e+003	(-4.35009240801732e-001dB,-5.68162467315456e+001°)
9.59400631515833e+003	(-4.36422374806401e-001dB,-5.69414660936033e+001°)
9.61612278383564e+003	(-4.37837399784164e-001dB,-5.70669478156882e+001°)
9.63829023623870e+003	(-4.39254291295266e-001dB,-5.71926924500513e+001°)
9.66050878989713e+003	(-4.40673024585400e-001dB,-5.73187005509960e+001°)
9.68277856261148e+003	(-4.42093574583565e-001dB,-5.74449726748982e+001°)
9.70509967245388e+003	(-4.43515915899649e-001dB,-5.75715093802254e+001°)
9.72747223776863e+003	(-4.44940022822241e-001dB,-5.76983112275563e+001°)
9.74989637717285e+003	(-4.46365869316251e-001dB,-5.78253787795997e+001°)
9.77237220955708e+003	(-4.47793429020682e-001dB,-5.79527126012161e+001°)
9.79489985408596e+003	(-4.49222675246144e-001dB,-5.80803132594359e+001°)
9.81747943019882e+003	(-4.50653580972706e-001dB,-5.82081813234811e+001°)
9.84011105761031e+003	(-4.52086118847386e-001dB,-5.83363173647852e+001°)
9.86279485631107e+003	(-4.53520261181983e-001dB,-5.84647219570142e+001°)
9.88553094656835e+003	(-4.54955979950490e-001dB,-5.85933956760874e+001°)
9.90831944892663e+003	(-4.56393246786910e-001dB,-5.87223391001990e+001°)
9.93116048420829e+003	(-4.57832032982767e-001dB,-5.88515528098389e+001°)
9.95405417351422e+003	(-4.59272309484797e-001dB,-5.89810373878146e+001°)
9.97700063822448e+003	(-4.60714046892453e-001dB,-5.91107934192736e+001°)
9.99999999999895e+003	(-4.62157215455559e-001dB,-5.92408214917247e+001°)
1.00230523807779e+004	(-4.63601785071936e-001dB,-5.93711221950604e+001°)
1.00461579027829e+004	(-4.65047725284832e-001dB,-5.95016961215803e+001°)
1.00693166885170e+004	(-4.66495005280628e-001dB,-5.96325438660125e+001°)
1.00925288607658e+004	(-4.67943593886350e-001dB,-5.97636660255380e+001°)
1.01157945425979e+004	(-4.69393459567174e-001dB,-5.98950631998131e+001°)
1.01391138573657e+004	(-4.70844570424028e-001dB,-6.00267359909931e+001°)
1.01624869287059e+004	(-4.72296894191079e-001dB,-6.01586850037564e+001°)
1.01859138805401e+004	(-4.73750398233237e-001dB,-6.02909108453274e+001°)
1.02093948370757e+004	(-4.75205049543730e-001dB,-6.04234141255020e+001°)
1.02329299228065e+004	(-4.76660814741546e-001dB,-6.05561954566716e+001°)
1.02565192625130e+004	(-4.78117660068990e-001dB,-6.06892554538475e+001°)
1.02801629812636e+004	(-4.79575551389125e-001dB,-6.08225947346862e+001°)
1.03038612044151e+004	(-4.81034454183212e-001dB,-6.09562139195143e+001°)
1.03276140576129e+004	(-4.82494333548235e-001dB,-6.10901136313544e+001°)
1.03514216667923e+004	(-4.83955154194422e-001dB,-6.12242944959512e+001°)
1.03752841581790e+004	(-4.85416880442536e-001dB,-6.13587571417961e+001°)
1.03992016582895e+004	(-4.86879476221451e-001dB,-6.14935022001548e+001°)
1.04231742939319e+004	(-4.88342905065518e-001dB,-6.16285303050930e+001°)
1.04472021922069e+004	(-4.89807130112086e-001dB,-6.17638420935044e+001°)
1.04712854805079e+004	(-4.91272114098744e-001dB,-6.18994382051357e+001°)
1.04954242865221e+004	(-4.92737819360937e-001dB,-6.20353192826164e+001°)
1.05196187382311e+004	(-4.94204207829210e-001dB,-6.21714859714845e+001°)
1.05438689639115e+004	(-4.95671241026690e-001dB,-6.23079389202151e+001°)
1.05681750921355e+004	(-4.97138880066449e-001dB,-6.24446787802487e+001°)
1.05925372517718e+004	(-4.98607085648867e-001dB,-6.25817062060196e+001°)
1.06169555719861e+004	(-5.00075818058999e-001dB,-6.27190218549847e+001°)
1.06414301822420e+004	(-5.01545037164009e-001dB,-6.28566263876520e+001°)
1.06659612123014e+004	(-5.03014702410410e-001dB,-6.29945204676106e+001°)
1.06905487922254e+004	(-5.04484772821479e-001dB,-6.31327047615600e+001°)
1.07151930523749e+004	(-5.05955206994653e-001dB,-6.32711799393401e+001°)
1.07398941234113e+004	(-5.07425963098686e-001dB,-6.34099466739615e+001°)
1.07646521362972e+004	(-5.08896998871211e-001dB,-6.35490056416355e+001°)
1.07894672222971e+004	(-5.10368271615819e-001dB,-6.36883575218059e+001°)
1.08143395129782e+004	(-5.11839738199511e-001dB,-6.38280029971787e+001°)
1.08392691402109e+004	(-5.13311355050020e-001dB,-6.39679427537552e+001°)
1.08642562361695e+004	(-5.14783078152997e-001dB,-6.41081774808623e+001°)
1.08893009333332e+004	(-5.16254863049377e-001dB,-6.42487078711854e+001°)
1.09144033644864e+004	(-5.17726664832629e-001dB,-6.43895346208008e+001°)
1.09395636627198e+004	(-5.19198438146061e-001dB,-6.45306584292076e+001°)
1.09647819614307e+004	(-5.20670137180051e-001dB,-6.46720799993616e+001°)
1.09900583943240e+004	(-5.22141715669316e-001dB,-6.48138000377083e+001°)
1.10153930954130e+004	(-5.23613126890212e-001dB,-6.49558192542162e+001°)
1.10407861990195e+004	(-5.25084323657860e-001dB,-6.50981383624114e+001°)
1.10662378397755e+004	(-5.26555258323528e-001dB,-6.52407580794120e+001°)
1.10917481526228e+004	(-5.28025882771792e-001dB,-6.53836791259621e+001°)
1.11173172728147e+004	(-5.29496148417786e-001dB,-6.55269022264676e+001°)
1.11429453359161e+004	(-5.30966006204376e-001dB,-6.56704281090304e+001°)
1.11686324778044e+004	(-5.32435406599413e-001dB,-6.58142575054858e+001°)
1.11943788346703e+004	(-5.33904299592954e-001dB,-6.59583911514372e+001°)
1.12201845430184e+004	(-5.35372634694415e-001dB,-6.61028297862927e+001°)
1.12460497396680e+004	(-5.36840360929829e-001dB,-6.62475741533027e+001°)
1.12719745617539e+004	(-5.38307426838975e-001dB,-6.63926249995960e+001°)
1.12979591467267e+004	(-5.39773780472599e-001dB,-6.65379830762179e+001°)
1.13240036323543e+004	(-5.41239369389604e-001dB,-6.66836491381679e+001°)
1.13501081567219e+004	(-5.42704140654180e-001dB,-6.68296239444378e+001°)
1.13762728582331e+004	(-5.44168040832946e-001dB,-6.69759082580507e+001°)
1.14024978756104e+004	(-5.45631015992295e-001dB,-6.71225028460995e+001°)
1.14287833478965e+004	(-5.47093011695254e-001dB,-6.72694084797863e+001°)
1.14551294144541e+004	(-5.48553972998850e-001dB,-6.74166259344626e+001°)
1.14815362149676e+004	(-5.50013844451249e-001dB,-6.75641559896690e+001°)
1.15080038894431e+004	(-5.51472570088819e-001dB,-6.77119994291757e+001°)
1.15345325782097e+004	(-5.52930093433229e-001dB,-6.78601570410235e+001°)
1.15611224219197e+004	(-5.54386357488708e-001dB,-6.80086296175653e+001°)
1.15877735615500e+004	(-5.55841304739142e-001dB,-6.81574179555077e+001°)
1.16144861384022e+004	(-5.57294877145069e-001dB,-6.83065228559528e+001°)
1.16412602941036e+004	(-5.58747016140935e-001dB,-6.84559451244408e+001°)
1.16680961706083e+004	(-5.60197662632136e-001dB,-6.86056855709937e+001°)
1.16949939101974e+004	(-5.61646756992179e-001dB,-6.87557450101573e+001°)
1.17219536554800e+004	(-5.63094239059717e-001dB,-6.89061242610462e+001°)
1.17489755493940e+004	(-5.64540048135753e-001dB,-6.90568241473873e+001°)
1.17760597352068e+004	(-5.65984122980584e-001dB,-6.92078454975642e+001°)
1.18032063565160e+004	(-5.67426401811042e-001dB,-6.93591891446631e+001°)
1.18304155572503e+004	(-5.68866822297462e-001dB,-6.95108559265173e+001°)
1.18576874816703e+004	(-5.70305321560920e-001dB,-6.96628466857541e+001°)
1.18850222743689e+004	(-5.71741836170123e-001dB,-6.98151622698403e+001°)
1.19124200802724e+004	(-5.73176302138603e-001dB,-6.99678035311292e+001°)
1.19398810446414e+004	(-5.74608654921841e-001dB,-7.01207713269085e+001°)
1.19674053130711e+004	(-5.76038829414170e-001dB,-7.02740665194465e+001°)
1.19949930314925e+004	(-5.77466759946041e-001dB,-7.04276899760423e+001°)
1.20226443461728e+004	(-5.78892380280914e-001dB,-7.05816425690728e+001°)
1.20503594037166e+004	(-5.80315623612442e-001dB,-7.07359251760423e+001°)
1.20781383510665e+004	(-5.81736422561455e-001dB,-7.08905386796323e+001°)
1.21059813355035e+004	(-5.83154709173153e-001dB,-7.10454839677513e+001°)
1.21338885046484e+004	(-5.84570414913972e-001dB,-7.12007619335853e+001°)
1.21618600064623e+004	(-5.85983470668747e-001dB,-7.13563734756488e+001°)
1.21898959892473e+004	(-5.87393806737757e-001dB,-7.15123194978366e+001°)
1.22179966016474e+004	(-5.88801352833823e-001dB,-7.16686009094752e+001°)
1.22461619926491e+004	(-5.90206038079207e-001dB,-7.18252186253759e+001°)
1.22743923115827e+004	(-5.91607791002845e-001dB,-7.19821735658871e+001°)
1.23026877081224e+004	(-5.93006539537262e-001dB,-7.21394666569488e+001°)
1.23310483322877e+004	(-5.94402211015669e-001dB,-7.22970988301455e+001°)
1.23594743344437e+004	(-5.95794732169052e-001dB,-7.24550710227612e+001°)
1.23879658653023e+004	(-5.97184029123107e-001dB,-7.26133841778349e+001°)
1.24165230759227e+004	(-5.98570027395335e-001dB,-7.27720392442151e+001°)
1.24451461177125e+004	(-5.99952651892178e-001dB,-7.29310371766172e+001°)
1.24738351424280e+004	(-6.01331826905906e-001dB,-7.30903789356788e+001°)
1.25025903021758e+004	(-6.02707476111768e-001dB,-7.32500654880179e+001°)
1.25314117494128e+004	(-6.04079522564967e-001dB,-7.34100978062904e+001°)
1.25602996369473e+004	(-6.05447888697774e-001dB,-7.35704768692476e+001°)
1.25892541179403e+004	(-6.06812496316524e-001dB,-7.37312036617967e+001°)
1.26182753459053e+004	(-6.08173266598682e-001dB,-7.38922791750582e+001°)
1.26473634747101e+004	(-6.09530120089857e-001dB,-7.40537044064274e+001°)
1.26765186585770e+004	(-6.10882976700888e-001dB,-7.42154803596340e+001°)
1.27057410520840e+004	(-6.12231755704859e-001dB,-7.43776080448038e+001°)
1.27350308101652e+004	(-6.13576375734231e-001dB,-7.45400884785204e+001°)
1.27643880881120e+004	(-6.14916754777730e-001dB,-7.47029226838868e+001°)
1.27938130415738e+004	(-6.16252810177559e-001dB,-7.48661116905892e+001°)
1.28233058265588e+004	(-6.17584458626365e-001dB,-7.50296565349598e+001°)
1.28528665994347e+004	(-6.18911616164365e-001dB,-7.51935582600412e+001°)
1.28824955169299e+004	(-6.20234198176311e-001dB,-7.53578179156512e+001°)
1.29121927361339e+004	(-6.21552119388632e-001dB,-7.55224365584476e+001°)
1.29419584144984e+004	(-6.22865293866485e-001dB,-7.56874152519949e+001°)
1.29717927098381e+004	(-6.24173635010809e-001dB,-7.58527550668307e+001°)
1.30016957803314e+004	(-6.25477055555381e-001dB,-7.60184570805320e+001°)
1.30316677845215e+004	(-6.26775467563894e-001dB,-7.61845223777844e+001°)
1.30617088813169e+004	(-6.28068782427117e-001dB,-7.63509520504502e+001°)
1.30918192299926e+004	(-6.29356910859908e-001dB,-7.65177471976367e+001°)
1.31219989901906e+004	(-6.30639762898220e-001dB,-7.66849089257671e+001°)
1.31522483219209e+004	(-6.31917247896410e-001dB,-7.68524383486508e+001°)
1.31825673855626e+004	(-6.33189274524089e-001dB,-7.70203365875537e+001°)
1.32129563418643e+004	(-6.34455750763485e-001dB,-7.71886047712718e+001°)
1.32434153519452e+004	(-6.35716583906240e-001dB,-7.73572440362017e+001°)
1.32739445772959e+004	(-6.36971680550857e-001dB,-7.75262555264156e+001°)
1.33045441797794e+004	(-6.38220946599536e-001dB,-7.76956403937337e+001°)
1.33352143216317e+004	(-6.39464287255520e-001dB,-7.78653997978005e+001°)
1.33659551654629e+004	(-6.40701607020054e-001dB,-7.80355349061589e+001°)
1.33967668742578e+004	(-6.41932809689628e-001dB,-7.82060468943266e+001°)
1.34276496113771e+004	(-6.43157798353085e-001dB,-7.83769369458734e+001°)
1.34586035405580e+004	(-6.44376475388758e-001dB,-7.85482062524981e+001°)
1.34896288259150e+004	(-6.45588742461713e-001dB,-7.87198560141073e+001°)
1.35207256319412e+004	(-6.46794500520788e-001dB,-7.88918874388943e+001°)
1.35518941235088e+004	(-6.47993649795881e-001dB,-7.90643017434191e+001°)
1.35831344658700e+004	(-6.49186089795046e-001dB,-7.92371001526886e+001°)
1.36144468246580e+004	(-6.50371719301781e-001dB,-7.94102839002382e+001°)
1.36458313658877e+004	(-6.51550436372154e-001dB,-7.95838542282145e+001°)
1.36772882559569e+004	(-6.52722138332039e-001dB,-7.97578123874573e+001°)
1.37088176616470e+004	(-6.53886721774330e-001dB,-7.99321596375838e+001°)
1.37404197501236e+004	(-6.55044082556155e-001dB,-8.01068972470733e+001°)
1.37720946889379e+004	(-6.56194115796221e-001dB,-8.02820264933529e+001°)
1.38038426460273e+004	(-6.57336715871915e-001dB,-8.04575486628826e+001°)
1.38356637897162e+004	(-6.58471776416635e-001dB,-8.06334650512437e+001°)
1.38675582887173e+004	(-6.59599190317126e-001dB,-8.08097769632257e+001°)
