time	V(vin)	V(vout)
1.200539701219855e-004	-2.905094e-001	-3.035055e-001
1.200577087789447e-004	-2.903137e-001	-3.033549e-001
1.200614474359038e-004	-2.901180e-001	-3.032126e-001
1.200651860928630e-004	-2.899222e-001	-3.030787e-001
1.200689247498222e-004	-2.897265e-001	-3.029531e-001
1.200726634067814e-004	-2.895308e-001	-3.028358e-001
1.200764020637406e-004	-2.893351e-001	-3.027270e-001
1.200833356380106e-004	-2.889721e-001	-3.025455e-001
1.200857009720792e-004	-2.888483e-001	-3.024895e-001
1.200859884628497e-004	-2.888332e-001	-3.024830e-001
1.200865634443907e-004	-2.888031e-001	-3.024700e-001
1.200867639387437e-004	-2.887926e-001	-3.024682e-001
1.200869602285900e-004	-2.887824e-001	-3.024715e-001
1.200870666728065e-004	-2.887768e-001	-3.024748e-001
1.200871669604812e-004	-2.887715e-001	-3.024778e-001
1.200872727777811e-004	-2.887660e-001	-3.024810e-001
1.200874844123808e-004	-2.887549e-001	-3.024874e-001
1.200879076815801e-004	-2.887328e-001	-3.025004e-001
1.201000000000000e-004	-2.880997e-001	-3.029162e-001
1.201215477161293e-004	-2.869653e-001	-3.037047e-001
1.201430954322586e-004	-2.858273e-001	-3.044505e-001
1.201646431483879e-004	-2.846858e-001	-3.051536e-001
1.201861908645172e-004	-2.835409e-001	-3.058142e-001
1.202077385806464e-004	-2.823924e-001	-3.064321e-001
1.202292862967757e-004	-2.812404e-001	-3.070074e-001
1.202508340129050e-004	-2.800849e-001	-3.075400e-001
1.203120312031203e-004	-2.768005e-001	-3.088985e-001
1.203386457019442e-004	-2.753555e-001	-3.094135e-001
1.203741317003760e-004	-2.734290e-001	-3.100429e-001
1.204191384038068e-004	-2.709813e-001	-3.107501e-001
1.204617216019249e-004	-2.686442e-001	-3.113381e-001
1.205177289648696e-004	-2.655670e-001	-3.120068e-001
1.205517955233642e-004	-2.636780e-001	-3.123621e-001
1.206120612061206e-004	-2.603361e-001	-3.129098e-001
1.206393144529162e-004	-2.588101e-001	-3.131260e-001
1.206756521153104e-004	-2.567755e-001	-3.133900e-001
1.207193387395996e-004	-2.543256e-001	-3.136716e-001
1.207629439344725e-004	-2.518616e-001	-3.139192e-001
1.208178952341039e-004	-2.487536e-001	-3.141895e-001
1.208527793900023e-004	-2.467653e-001	-3.143398e-001
1.209120912091209e-004	-2.433848e-001	-3.145632e-001
1.209399985338396e-004	-2.417814e-001	-3.146553e-001
1.209772083001313e-004	-2.396434e-001	-3.147677e-001
1.210195431633793e-004	-2.372077e-001	-3.148815e-001
1.210641948829293e-004	-2.346227e-001	-3.149879e-001
1.211000000000000e-004	-2.325499e-001	-3.150640e-001
1.211012111211121e-004	-2.324798e-001	-3.150654e-001
1.211036333633364e-004	-2.323396e-001	-3.150671e-001
1.211084778477848e-004	-2.320591e-001	-3.150676e-001
1.211150179017902e-004	-2.316793e-001	-3.150668e-001
1.212000000000000e-004	-2.267248e-001	-3.149245e-001
1.215455374107810e-004	-2.060542e-001	-3.138798e-001
1.218910748215621e-004	-1.852964e-001	-3.128796e-001
1.222366122323431e-004	-1.644513e-001	-3.119239e-001
1.225821496431241e-004	-1.435191e-001	-3.110127e-001
1.229276870539051e-004	-1.224997e-001	-3.101460e-001
1.232732244646862e-004	-1.013931e-001	-3.093239e-001
1.236187618754672e-004	-8.019932e-002	-3.085462e-001
1.238070092717383e-004	-6.886171e-002	-3.081362e-001
1.239952566680094e-004	-5.765194e-002	-3.077363e-001
1.241835040642805e-004	-4.657001e-002	-3.073466e-001
1.243717514605516e-004	-3.561592e-002	-3.069671e-001
1.245599988568228e-004	-2.478967e-002	-3.065976e-001
1.247482462530938e-004	-1.409126e-002	-3.062384e-001
1.249364936493650e-004	-3.520688e-003	-3.058892e-001
1.250966239504112e-004	5.324708e-003	-3.055993e-001
1.252567542514575e-004	1.401890e-002	-3.053156e-001
1.254168845525038e-004	2.256188e-002	-3.050381e-001
1.255770148535501e-004	3.095365e-002	-3.047667e-001
1.257371451545963e-004	3.919421e-002	-3.045016e-001
1.258972754556426e-004	4.728357e-002	-3.042426e-001
1.260574057566889e-004	5.522172e-002	-3.039898e-001
1.262211388535005e-004	6.316031e-002	-3.037372e-001
1.263848719503121e-004	7.089844e-002	-3.034902e-001
1.265486050471237e-004	7.843610e-002	-3.032486e-001
1.267123381439353e-004	8.577329e-002	-3.030126e-001
1.268760712407469e-004	9.291002e-002	-3.027821e-001
1.270398043375585e-004	9.984628e-002	-3.025571e-001
1.272035374343701e-004	1.065821e-001	-3.023377e-001
1.272099744634514e-004	1.068443e-001	-3.023292e-001
1.272127212721272e-004	1.069562e-001	-3.004740e-001
1.272127376215599e-004	1.069568e-001	-3.004519e-001
1.272127703204251e-004	1.069581e-001	-3.004078e-001
1.272128178006166e-004	1.069600e-001	-3.003436e-001
1.272128693681463e-004	1.069621e-001	-3.002740e-001
1.272129725032056e-004	1.069662e-001	-3.001346e-001
1.272131787733242e-004	1.069744e-001	-2.998557e-001
1.272135336172592e-004	1.069886e-001	-2.993758e-001
1.272142433051292e-004	1.070169e-001	-2.984163e-001
1.272151475022421e-004	1.070530e-001	-2.971954e-001
1.272169151925045e-004	1.071236e-001	-2.948164e-001
1.272189104315307e-004	1.072033e-001	-2.921454e-001
1.272229009095832e-004	1.073626e-001	-2.868518e-001
1.272297088997897e-004	1.076344e-001	-2.779722e-001
1.272433248802027e-004	1.081780e-001	-2.607793e-001
1.272705568410286e-004	1.092653e-001	-2.285507e-001
1.273127312731273e-004	1.109491e-001	-1.838349e-001
1.273181776652925e-004	1.111621e-001	-1.785419e-001
1.273290704496229e-004	1.115880e-001	-1.681367e-001
1.273508560182836e-004	1.124400e-001	-1.483729e-001
1.273944271556051e-004	1.141439e-001	-1.126788e-001
1.274127412741274e-004	1.148601e-001	-9.910265e-002
1.274388839565203e-004	1.158609e-001	-8.110964e-002
1.274737408663775e-004	1.171952e-001	-5.918036e-002
1.275127512751275e-004	1.186885e-001	-3.729748e-002
1.275336654210418e-004	1.194716e-001	-2.665836e-002
1.275615509489276e-004	1.205158e-001	-1.344085e-002
1.276114492738414e-004	1.223842e-001	7.607629e-003
1.276206332898449e-004	1.227214e-001	1.113569e-002
1.276311293081347e-004	1.231056e-001	1.505500e-002
1.276521213447142e-004	1.238739e-001	2.253550e-002
1.276941054178732e-004	1.254106e-001	3.618000e-002
1.277127712771277e-004	1.260938e-001	4.171823e-002
1.277379617210231e-004	1.269944e-001	4.870125e-002
1.277715489795503e-004	1.281952e-001	5.729426e-002
1.278194987298333e-004	1.299037e-001	6.820403e-002
1.278598034400659e-004	1.313101e-001	7.630877e-002
1.279181652404923e-004	1.333419e-001	8.658183e-002
1.279504090086784e-004	1.344391e-001	9.160704e-002
1.280128012801280e-004	1.365623e-001	1.002366e-001
1.280385962946769e-004	1.374177e-001	1.034195e-001
1.280729896474088e-004	1.385582e-001	1.073844e-001
1.281196899516745e-004	1.401007e-001	1.122803e-001
1.281609619749527e-004	1.414332e-001	1.162032e-001
1.282183242185653e-004	1.432802e-001	1.211150e-001
1.282513418371879e-004	1.443171e-001	1.236911e-001
1.283128312831283e-004	1.462481e-001	1.280767e-001
1.283744641712238e-004	1.481290e-001	1.320063e-001
1.284198850427679e-004	1.495089e-001	1.346559e-001
1.284621475946048e-004	1.507611e-001	1.369596e-001
1.285297563058633e-004	1.527491e-001	1.403657e-001
1.285726756949344e-004	1.539874e-001	1.423497e-001
1.286155950840055e-004	1.552089e-001	1.442547e-001
1.286585144730767e-004	1.564137e-001	1.460809e-001
1.287014338621478e-004	1.576018e-001	1.478282e-001
1.287443532512189e-004	1.587732e-001	1.494966e-001
1.287872726402901e-004	1.599278e-001	1.510861e-001
1.288301920293612e-004	1.610657e-001	1.525968e-001
1.288889193409616e-004	1.625975e-001	1.545880e-001
1.289476466525621e-004	1.640976e-001	1.565116e-001
1.290063739641625e-004	1.655658e-001	1.583676e-001
1.290651012757630e-004	1.670023e-001	1.601561e-001
1.291238285873635e-004	1.684070e-001	1.618771e-001
1.291825558989639e-004	1.697799e-001	1.635304e-001
1.292412832105644e-004	1.711210e-001	1.651162e-001
1.293383744471017e-004	1.732736e-001	1.676434e-001
1.294354656836391e-004	1.753403e-001	1.700675e-001
1.295325569201765e-004	1.773211e-001	1.723885e-001
1.296296481567139e-004	1.792160e-001	1.746063e-001
1.297267393932512e-004	1.810250e-001	1.767210e-001
1.298238306297886e-004	1.827480e-001	1.787326e-001
1.299209218663260e-004	1.843852e-001	1.806411e-001
1.300000000000000e-004	1.856536e-001	1.821379e-001
1.300202820282028e-004	1.859723e-001	1.825067e-001
1.300286028602860e-004	1.860983e-001	1.826541e-001
1.300452445244524e-004	1.863502e-001	1.829267e-001
1.300476660049314e-004	1.863868e-001	1.829597e-001
1.300621948878055e-004	1.866067e-001	1.830914e-001
1.300731691275865e-004	1.867729e-001	1.831039e-001
1.300750500445743e-004	1.868013e-001	1.830986e-001
1.300775579338914e-004	1.868393e-001	1.830884e-001
1.300839322460940e-004	1.869358e-001	1.830464e-001
1.300857436241853e-004	1.869632e-001	1.830304e-001
1.300859592253810e-004	1.869664e-001	1.830283e-001
1.300863381513691e-004	1.869722e-001	1.830242e-001
1.300870960033455e-004	1.869837e-001	1.830092e-001
1.300874433581138e-004	1.869889e-001	1.829990e-001
1.300879457860663e-004	1.869965e-001	1.829836e-001
1.300883353431671e-004	1.870024e-001	1.829716e-001
1.300888094377909e-004	1.870096e-001	1.829569e-001
1.300896208237252e-004	1.870219e-001	1.829313e-001
1.300907340877235e-004	1.870387e-001	1.828956e-001
1.300929606157202e-004	1.870724e-001	1.828220e-001
1.300955469440067e-004	1.871116e-001	1.827325e-001
1.301000000000000e-004	1.871790e-001	1.825691e-001
1.301004453055994e-004	1.871857e-001	1.825521e-001
1.301013359167980e-004	1.871992e-001	1.825183e-001
1.301247034678734e-004	1.875436e-001	1.816710e-001
1.301480710189487e-004	1.878824e-001	1.808725e-001
1.301714385700241e-004	1.882155e-001	1.801228e-001
1.301948061210994e-004	1.885430e-001	1.794220e-001
1.302181736721748e-004	1.888649e-001	1.787699e-001
1.302415412232502e-004	1.891811e-001	1.781666e-001
1.302649087743255e-004	1.894917e-001	1.776121e-001
1.303189612999527e-004	1.902073e-001	1.764501e-001
1.303545412808866e-004	1.906500e-001	1.757815e-001
1.304130413041304e-004	1.913779e-001	1.748240e-001
1.304415052888776e-004	1.917067e-001	1.744173e-001
1.304794572685404e-004	1.921451e-001	1.739231e-001
1.305206417010631e-004	1.926141e-001	1.734472e-001
1.305661840766585e-004	1.930998e-001	1.729834e-001
1.306191336228767e-004	1.936591e-001	1.725172e-001
1.306555675233530e-004	1.940154e-001	1.722361e-001
1.307130713071307e-004	1.945779e-001	1.718490e-001
1.307422184275118e-004	1.948374e-001	1.716774e-001
1.307810812546866e-004	1.951834e-001	1.714689e-001
1.308208538735658e-004	1.955307e-001	1.712792e-001
1.308674892661755e-004	1.959052e-001	1.710824e-001
1.309193093614789e-004	1.963159e-001	1.708928e-001
1.309566176755666e-004	1.965831e-001	1.707727e-001
1.310131013101310e-004	1.969876e-001	1.706133e-001
1.310652405240524e-004	1.973161e-001	1.704876e-001
1.311000000000000e-004	1.975350e-001	1.704133e-001
1.311013111311131e-004	1.975433e-001	1.704117e-001
1.311039333933393e-004	1.975598e-001	1.704099e-001
1.311091779177918e-004	1.975928e-001	1.704095e-001
1.311221525009644e-004	1.976655e-001	1.704126e-001
1.311351270841370e-004	1.977377e-001	1.704213e-001
1.311481016673096e-004	1.978093e-001	1.704358e-001
1.311610762504822e-004	1.978804e-001	1.704560e-001
1.311740508336548e-004	1.979510e-001	1.704819e-001
1.311870254168274e-004	1.980211e-001	1.705135e-001
1.312000000000000e-004	1.980906e-001	1.705509e-001
1.312288668866887e-004	1.982343e-001	1.706401e-001
1.317502373565589e-004	1.992661e-001	1.721709e-001
1.322716078264292e-004	1.984602e-001	1.736083e-001
1.327929782962994e-004	1.958168e-001	1.749523e-001
1.333143487661697e-004	1.913358e-001	1.762030e-001
1.338357192360399e-004	1.850173e-001	1.773602e-001
1.343570897059102e-004	1.768612e-001	1.784241e-001
1.348784601757804e-004	1.668675e-001	1.793946e-001
1.352037256862433e-004	1.601391e-001	1.799712e-001
1.355289911967063e-004	1.531030e-001	1.805241e-001
1.358542567071692e-004	1.457593e-001	1.810533e-001
1.361795222176321e-004	1.381079e-001	1.815589e-001
1.365047877280950e-004	1.301488e-001	1.820409e-001
1.368300532385580e-004	1.218820e-001	1.824992e-001
1.371553187490209e-004	1.133076e-001	1.829338e-001
1.372028700380310e-004	1.120598e-001	1.829960e-001
1.372137213721372e-004	1.117751e-001	1.817897e-001
1.372138033810860e-004	1.117730e-001	1.817714e-001
1.372139673989836e-004	1.117686e-001	1.817347e-001
1.372142954347788e-004	1.117600e-001	1.816614e-001
1.372148479853712e-004	1.117454e-001	1.815380e-001
1.372159530865561e-004	1.117163e-001	1.812916e-001
1.372181632889259e-004	1.116580e-001	1.808008e-001
1.372225836936655e-004	1.115415e-001	1.798278e-001
1.372491061221032e-004	1.108422e-001	1.742406e-001
1.372844693600200e-004	1.099099e-001	1.674196e-001
1.373137313731373e-004	1.091385e-001	1.622741e-001
1.373208040207207e-004	1.089512e-001	1.611049e-001
1.373349493158874e-004	1.085767e-001	1.588117e-001
1.373632399062209e-004	1.078277e-001	1.544838e-001
1.374193994922041e-004	1.063404e-001	1.468143e-001
1.374533482006043e-004	1.054383e-001	1.427038e-001
1.375137513751375e-004	1.038332e-001	1.362084e-001
1.375409103418576e-004	1.031092e-001	1.335997e-001
1.375771222974845e-004	1.021439e-001	1.303582e-001
1.376210037672630e-004	1.009737e-001	1.267778e-001
1.376644581140152e-004	9.981219e-002	1.235503e-001
1.377195652900380e-004	9.833892e-002	1.198464e-001
1.377543287674398e-004	9.740773e-002	1.177014e-001
1.378137813781378e-004	9.581520e-002	1.143138e-001
1.378786732026211e-004	9.407402e-002	1.109647e-001
1.379360400046750e-004	9.253404e-002	1.082562e-001
1.380197343469479e-004	9.028551e-002	1.046527e-001
1.381027958822865e-004	8.805245e-002	1.014009e-001
1.381513969137602e-004	8.674519e-002	9.963854e-002
1.381999979452339e-004	8.543824e-002	9.792499e-002
1.382485989767076e-004	8.413159e-002	9.626026e-002
1.382972000081813e-004	8.282525e-002	9.464434e-002
1.383458010396550e-004	8.151923e-002	9.307724e-002
1.383944020711287e-004	8.021351e-002	9.155896e-002
1.384430031026024e-004	7.890809e-002	9.008949e-002
1.385166433324261e-004	7.693075e-002	8.790440e-002
1.385902835622498e-004	7.495692e-002	8.574930e-002
1.386639237920735e-004	7.298661e-002	8.362421e-002
1.387375640218972e-004	7.101982e-002	8.152911e-002
1.388112042517209e-004	6.905654e-002	7.946400e-002
1.388848444815446e-004	6.709678e-002	7.742890e-002
1.389584847113683e-004	6.514053e-002	7.542379e-002
1.391072726097442e-004	6.119676e-002	7.139217e-002
1.392560605081202e-004	5.728587e-002	6.739694e-002
1.394048484064962e-004	5.340785e-002	6.343810e-002
1.395536363048721e-004	4.956271e-002	5.951564e-002
1.397024242032481e-004	4.575044e-002	5.562956e-002
1.398512121016241e-004	4.197104e-002	5.177987e-002
1.400000000000000e-004	3.822453e-002	4.796657e-002
1.400218421842184e-004	3.767892e-002	4.740294e-002
1.400308030803080e-004	3.745624e-002	4.716890e-002
1.400448450683364e-004	3.710728e-002	4.678712e-002
1.400474272797660e-004	3.704311e-002	4.671028e-002
1.400526890913017e-004	3.691235e-002	4.654422e-002
1.400579509028375e-004	3.678159e-002	4.636167e-002
1.400632127143733e-004	3.665083e-002	4.616262e-002
1.400684745259090e-004	3.652007e-002	4.594708e-002
1.400737363374448e-004	3.638931e-002	4.571505e-002
1.400789981489805e-004	3.625855e-002	4.546653e-002
1.400842599605163e-004	3.612779e-002	4.520151e-002
1.400860097481755e-004	3.608431e-002	4.511029e-002
1.400867889296142e-004	3.606495e-002	4.507634e-002
1.400873270435843e-004	3.605157e-002	4.505948e-002
1.400879565158253e-004	3.603593e-002	4.504059e-002
1.400883470055360e-004	3.602622e-002	4.502840e-002
1.400888002347582e-004	3.601496e-002	4.501436e-002
1.400893174225141e-004	3.600211e-002	4.499811e-002
1.400899644345853e-004	3.598603e-002	4.497757e-002
1.400911418587580e-004	3.595677e-002	4.493951e-002
1.400930790563743e-004	3.590863e-002	4.487505e-002
1.400961256047675e-004	3.583292e-002	4.476901e-002
1.401000000000000e-004	3.573664e-002	4.462601e-002
1.401003874395233e-004	3.572701e-002	4.461127e-002
1.401011623185698e-004	3.570776e-002	4.458183e-002
1.401120106252207e-004	3.543817e-002	4.417673e-002
1.401152512076145e-004	3.535790e-002	4.405833e-002
1.401372959968400e-004	3.481320e-002	4.328978e-002
1.401593407860655e-004	3.426958e-002	4.256316e-002
1.401813855752910e-004	3.372703e-002	4.187848e-002
1.402034303645166e-004	3.318556e-002	4.123574e-002
1.402254751537421e-004	3.264517e-002	4.063493e-002
1.402475199429676e-004	3.210585e-002	4.007607e-002
1.402695647321931e-004	3.156760e-002	3.955914e-002
1.403203792122892e-004	3.032804e-002	3.847629e-002
1.403584660671826e-004	2.940652e-002	3.776541e-002
1.404140414041405e-004	2.806187e-002	3.686126e-002
1.404427985867403e-004	2.737287e-002	3.645137e-002
1.404811414968735e-004	2.645420e-002	3.595366e-002
1.405217199871671e-004	2.548383e-002	3.548618e-002
1.405677314793270e-004	2.439265e-002	3.501876e-002
1.406201962717619e-004	2.314997e-002	3.455785e-002
1.406570054654898e-004	2.228630e-002	3.427446e-002
1.407140714071407e-004	2.094734e-002	3.389096e-002
1.407435187621230e-004	2.026405e-002	3.371779e-002
1.407827819020994e-004	1.935300e-002	3.350763e-002
1.408219340361361e-004	1.844662e-002	3.332117e-002
1.408690498041078e-004	1.736595e-002	3.312261e-002
1.409203735115372e-004	1.619050e-002	3.293496e-002
1.409580661259145e-004	1.533632e-002	3.281366e-002
1.410141014101410e-004	1.406646e-002	3.265555e-002
1.410656405640564e-004	1.291301e-002	3.253102e-002
1.411000000000000e-004	1.214405e-002	3.245722e-002
1.411014111411141e-004	1.211247e-002	3.245563e-002
1.411042334233424e-004	1.204930e-002	3.245380e-002
1.411098779877988e-004	1.192298e-002	3.245339e-002
1.411227525609704e-004	1.163794e-002	3.245658e-002
1.411356271341420e-004	1.135305e-002	3.246540e-002
1.411485017073136e-004	1.106831e-002	3.247986e-002
1.411613762804852e-004	1.078371e-002	3.249994e-002
1.411742508536568e-004	1.049927e-002	3.252565e-002
1.411871254268284e-004	1.021498e-002	3.255699e-002
1.412000000000000e-004	9.930842e-003	3.259395e-002
1.413911571957234e-004	5.773260e-003	3.317513e-002
1.415823143914468e-004	1.737213e-003	3.374165e-002
1.417734715871703e-004	-2.177298e-003	3.429351e-002
1.419646287828937e-004	-5.970274e-003	3.483071e-002
1.421557859786171e-004	-9.641715e-003	3.535326e-002
1.423469431743405e-004	-1.319162e-002	3.586115e-002
1.425381003700639e-004	-1.661999e-002	3.635438e-002
1.432014604036663e-004	-2.739215e-002	3.793977e-002
1.438648204372687e-004	-3.652018e-002	3.940920e-002
1.445281804708712e-004	-4.400409e-002	4.076267e-002
1.451915405044736e-004	-4.984388e-002	4.200018e-002
1.458549005380760e-004	-5.403955e-002	4.312173e-002
1.465182605716784e-004	-5.659109e-002	4.412733e-002
1.471816206052809e-004	-5.749851e-002	4.501696e-002
1.472077354669635e-004	-5.751379e-002	4.505128e-002
1.472137910997350e-004	-5.751733e-002	4.406113e-002
1.472147214721472e-004	-5.751788e-002	4.375594e-002
1.472153124155937e-004	-5.751805e-002	4.356258e-002
1.472164943024865e-004	-5.751838e-002	4.317650e-002
1.472188580762723e-004	-5.751904e-002	4.240842e-002
1.472235856238438e-004	-5.752037e-002	4.088934e-002
1.472330407189868e-004	-5.752304e-002	3.792031e-002
1.472519509092727e-004	-5.752837e-002	3.225182e-002
1.472897712898446e-004	-5.753902e-002	2.191820e-002
1.473147314731473e-004	-5.754605e-002	1.578069e-002
1.473374237014905e-004	-5.754567e-002	1.064864e-002
1.473676800059480e-004	-5.754517e-002	4.350312e-003
1.473792515644282e-004	-5.754498e-002	2.110726e-003
1.473911542813002e-004	-5.754499e-002	-1.053989e-004
1.474030569981722e-004	-5.754426e-002	-2.242069e-003
1.474149597150443e-004	-5.754280e-002	-4.299284e-003
1.474268624319163e-004	-5.754060e-002	-6.277044e-003
1.474387651487883e-004	-5.753766e-002	-8.175350e-003
1.474506678656603e-004	-5.753398e-002	-9.994201e-003
1.474625705825324e-004	-5.752956e-002	-1.173360e-002
1.475147514751475e-004	-5.751339e-002	-1.865184e-002
1.475316049337450e-004	-5.750332e-002	-2.063066e-002
1.475540762118749e-004	-5.748988e-002	-2.311035e-002
1.475990187681348e-004	-5.746301e-002	-2.755002e-002
1.476237499873996e-004	-5.744568e-002	-2.970784e-002
1.476417270099035e-004	-5.742985e-002	-3.117630e-002
1.476776810549114e-004	-5.739818e-002	-3.386320e-002
1.477147714771477e-004	-5.736552e-002	-3.631705e-002
1.477363439041525e-004	-5.734054e-002	-3.760475e-002
1.477651071401588e-004	-5.730723e-002	-3.919267e-002
1.478205341253491e-004	-5.724148e-002	-4.186213e-002
1.478550500085566e-004	-5.719212e-002	-4.329380e-002
1.479147914791479e-004	-5.710670e-002	-4.541313e-002
1.479424041857140e-004	-5.705986e-002	-4.624984e-002
1.479792211278021e-004	-5.699741e-002	-4.725321e-002
1.480148014801480e-004	-5.693705e-002	-4.810615e-002
1.480368916454008e-004	-5.689382e-002	-4.858094e-002
1.480663451990713e-004	-5.683618e-002	-4.916046e-002
1.481207021918822e-004	-5.672830e-002	-5.007793e-002
1.481560464562868e-004	-5.665012e-002	-5.058079e-002
1.482031721421595e-004	-5.654588e-002	-5.115328e-002
1.482242466193228e-004	-5.649691e-002	-5.137418e-002
1.482430968936719e-004	-5.645052e-002	-5.155782e-002
1.482807974423701e-004	-5.635772e-002	-5.188439e-002
1.483148314831483e-004	-5.627396e-002	-5.213644e-002
1.483374518123672e-004	-5.621277e-002	-5.228261e-002
1.483676122513258e-004	-5.613120e-002	-5.245556e-002
1.484148414841484e-004	-5.600345e-002	-5.267882e-002
1.484329377475236e-004	-5.595021e-002	-5.274963e-002
1.484570660986904e-004	-5.587921e-002	-5.283343e-002
1.485053228010241e-004	-5.573722e-002	-5.296653e-002
1.485245028256152e-004	-5.567855e-002	-5.300670e-002
1.485438055065487e-004	-5.561728e-002	-5.304167e-002
1.485824108684157e-004	-5.549475e-002	-5.309420e-002
1.486148614861486e-004	-5.539175e-002	-5.312185e-002
1.486225825585220e-004	-5.536550e-002	-5.312597e-002
1.486380247032688e-004	-5.531300e-002	-5.313269e-002
1.486689089927624e-004	-5.520801e-002	-5.313745e-002
1.487148714871487e-004	-5.505174e-002	-5.312514e-002
1.487334020608448e-004	-5.498467e-002	-5.311383e-002
1.487581094924397e-004	-5.489525e-002	-5.309386e-002
1.488148814881488e-004	-5.468977e-002	-5.302809e-002
1.488445304060626e-004	-5.457612e-002	-5.298313e-002
1.488840622966144e-004	-5.442460e-002	-5.291380e-002
1.489386106234800e-004	-5.421059e-002	-5.280131e-002
1.489702361359214e-004	-5.408281e-002	-5.272799e-002
1.490338767976139e-004	-5.382185e-002	-5.256431e-002
1.490894575828447e-004	-5.358627e-002	-5.240279e-002
1.491450383680755e-004	-5.334489e-002	-5.223046e-002
1.492006191533063e-004	-5.309770e-002	-5.204732e-002
1.492561999385370e-004	-5.284470e-002	-5.185337e-002
1.493117807237678e-004	-5.258589e-002	-5.164861e-002
1.493673615089986e-004	-5.232128e-002	-5.143304e-002
1.494229422942294e-004	-5.205085e-002	-5.120666e-002
1.495053791093395e-004	-5.163897e-002	-5.085665e-002
1.495878159244496e-004	-5.121638e-002	-5.049258e-002
1.496702527395597e-004	-5.078306e-002	-5.011444e-002
1.497526895546698e-004	-5.033902e-002	-4.972225e-002
1.498351263697798e-004	-4.988426e-002	-4.931599e-002
1.499175631848899e-004	-4.941878e-002	-4.889567e-002
1.500000000000000e-004	-4.894258e-002	-4.846129e-002
1.500033431914620e-004	-4.892342e-002	-4.844378e-002
1.500066863829240e-004	-4.890416e-002	-4.842654e-002
1.500100295743860e-004	-4.888479e-002	-4.840955e-002
1.500133727658480e-004	-4.886531e-002	-4.839283e-002
1.500167159573100e-004	-4.884573e-002	-4.837637e-002
1.500200591487720e-004	-4.882605e-002	-4.836017e-002
1.500234023402340e-004	-4.880626e-002	-4.834423e-002
1.500330033003300e-004	-4.874948e-002	-4.829937e-002
1.500447278080104e-004	-4.868013e-002	-4.825678e-002
1.500540784651134e-004	-4.862483e-002	-4.825877e-002
1.500659174308117e-004	-4.855481e-002	-4.833841e-002
1.500797164799436e-004	-4.847320e-002	-4.853705e-002
1.500859528962749e-004	-4.843631e-002	-4.866248e-002
1.500862486207755e-004	-4.843457e-002	-4.866895e-002
1.500866384479803e-004	-4.843226e-002	-4.867856e-002
1.500870099403537e-004	-4.843006e-002	-4.868938e-002
1.500873881544823e-004	-4.842783e-002	-4.870092e-002
1.500877683868924e-004	-4.842558e-002	-4.871247e-002
1.500881912142980e-004	-4.842308e-002	-4.872547e-002
1.500889260895775e-004	-4.841873e-002	-4.874831e-002
1.500901285476236e-004	-4.841162e-002	-4.878641e-002
1.500925334637158e-004	-4.839740e-002	-4.886528e-002
1.500951901678157e-004	-4.838168e-002	-4.895656e-002
1.501000000000000e-004	-4.835324e-002	-4.913272e-002
1.501004809832184e-004	-4.835039e-002	-4.915101e-002
1.501014429496553e-004	-4.834470e-002	-4.918753e-002
1.501287519455465e-004	-4.818146e-002	-5.016976e-002
1.501560609414378e-004	-4.801721e-002	-5.108771e-002
1.501833699373290e-004	-4.785193e-002	-5.194138e-002
1.502106789332202e-004	-4.768564e-002	-5.273076e-002
1.502379879291114e-004	-4.751833e-002	-5.345586e-002
1.502652969250027e-004	-4.735000e-002	-5.411668e-002
1.502926059208939e-004	-4.718065e-002	-5.471322e-002
1.503233071744830e-004	-4.699010e-002	-5.534002e-002
1.503729612024789e-004	-4.667755e-002	-5.624332e-002
1.504216620412166e-004	-4.637024e-002	-5.700808e-002
1.504613852636133e-004	-4.611565e-002	-5.755525e-002
1.504752690967627e-004	-4.602719e-002	-5.773126e-002
1.504891529299120e-004	-4.593833e-002	-5.790083e-002
1.505030367630613e-004	-4.584907e-002	-5.806395e-002
1.505169205962107e-004	-4.575942e-002	-5.822062e-002
1.505308044293600e-004	-4.566937e-002	-5.837084e-002
1.505446882625093e-004	-4.557892e-002	-5.851461e-002
1.505585720956587e-004	-4.548807e-002	-5.865193e-002
1.506150615061506e-004	-4.511991e-002	-5.915854e-002
1.506420161944653e-004	-4.494148e-002	-5.937097e-002
1.506779557788849e-004	-4.470358e-002	-5.963060e-002
1.507222594240347e-004	-4.440963e-002	-5.991465e-002
1.507653869253382e-004	-4.412001e-002	-6.015827e-002
1.508208318416579e-004	-4.374715e-002	-6.042973e-002
1.508553338427008e-004	-4.351234e-002	-6.057779e-002
1.509150915091509e-004	-4.310567e-002	-6.080195e-002
1.509426931099852e-004	-4.291550e-002	-6.089270e-002
1.509794952444309e-004	-4.266195e-002	-6.100367e-002
1.510224619370401e-004	-4.236536e-002	-6.111912e-002
1.510666244983750e-004	-4.205765e-002	-6.122423e-002
1.511000000000000e-004	-4.182510e-002	-6.129548e-002
1.511015111511151e-004	-4.181458e-002	-6.129708e-002
1.511045334533454e-004	-4.179352e-002	-6.129890e-002
1.511105780578058e-004	-4.175140e-002	-6.129918e-002
1.511613145314532e-004	-4.139456e-002	-6.125228e-002
1.512000000000000e-004	-4.112222e-002	-6.115780e-002
1.515795224094939e-004	-3.832969e-002	-6.002111e-002
